80.201.48.0,80.201.235.255,isp,BE,AS5432 
80.201.236.0,80.201.237.31,business,BE,AS5432 
80.201.237.32,80.201.237.35,isp,BE,AS5432 
80.201.237.36,80.201.237.111,business,BE,AS5432 
80.201.237.112,80.201.237.119,isp,BE,AS5432 
80.201.237.120,80.201.237.231,business,BE,AS5432 
80.201.237.232,80.201.237.239,isp,BE,AS5432 
80.201.237.240,80.201.247.255,business,BE,AS5432 
80.201.248.0,80.201.255.255,isp,BE,AS5432 
