107.144.0.0,107.144.11.239,isp,US,AS33363 
107.144.134.144,107.144.134.151,business,US,AS33363 
107.144.134.152,107.144.134.183,isp,US,AS33363 
107.144.134.184,107.144.134.191,business,US,AS33363 
107.144.134.192,107.144.134.207,isp,US,AS33363 
107.144.134.208,107.144.134.215,business,US,AS33363 
107.144.134.216,107.144.134.255,isp,US,AS33363 
107.144.135.0,107.144.135.7,business,US,AS33363 
107.144.135.8,107.144.135.55,isp,US,AS33363 
107.144.135.56,107.144.135.63,business,US,AS33363 
107.144.135.64,107.144.135.71,isp,US,AS33363 
107.144.135.72,107.144.135.79,business,US,AS33363 
107.144.135.80,107.144.135.119,isp,US,AS33363 
107.144.135.120,107.144.135.123,business,US,AS33363 
107.144.135.124,107.144.135.135,isp,US,AS33363 
107.144.135.136,107.144.135.143,business,US,AS33363 
107.144.135.144,107.144.136.55,isp,US,AS33363 
107.144.136.56,107.144.136.63,business,US,AS33363 
107.144.136.64,107.144.136.143,isp,US,AS33363 
107.144.136.144,107.144.136.151,business,US,AS33363 
107.144.136.152,107.144.136.191,isp,US,AS33363 
107.144.136.192,107.144.136.195,business,US,AS33363 
107.144.136.196,107.144.136.199,isp,US,AS33363 
107.144.136.200,107.144.136.203,business,US,AS33363 
107.144.136.204,107.144.138.7,isp,US,AS33363 
107.144.138.8,107.144.138.15,business,US,AS33363 
107.144.138.16,107.144.138.71,isp,US,AS33363 
107.144.138.72,107.144.138.79,business,US,AS33363 
107.144.138.80,107.144.138.111,isp,US,AS33363 
107.144.138.112,107.144.138.119,business,US,AS33363 
107.144.138.120,107.144.138.131,isp,US,AS33363 
107.144.138.132,107.144.138.135,business,US,AS33363 
107.144.138.136,107.144.139.79,isp,US,AS33363 
107.144.139.80,107.144.139.87,business,US,AS33363 
107.144.139.88,107.144.139.111,isp,US,AS33363 
107.144.139.112,107.144.139.119,business,US,AS33363 
107.144.139.120,107.144.140.39,isp,US,AS33363 
107.144.140.40,107.144.140.43,business,US,AS33363 
107.144.140.44,107.144.140.111,isp,US,AS33363 
107.144.140.112,107.144.140.119,business,US,AS33363 
107.144.140.120,107.144.140.211,isp,US,AS33363 
107.144.140.212,107.144.140.215,business,US,AS33363 
107.144.140.216,107.144.142.155,isp,US,AS33363 
107.144.142.156,107.144.142.159,business,US,AS33363 
107.144.142.160,107.144.143.15,isp,US,AS33363 
107.144.143.16,107.144.143.23,business,US,AS33363 
107.144.143.24,107.144.143.67,isp,US,AS33363 
107.144.143.68,107.144.143.71,education,US,AS33363 
107.144.143.72,107.144.143.87,isp,US,AS33363 
107.144.143.88,107.144.143.91,business,US,AS33363 
107.144.143.92,107.144.143.143,isp,US,AS33363 
107.144.143.144,107.144.143.151,business,US,AS33363 
107.144.143.152,107.144.143.219,isp,US,AS33363 
107.144.143.220,107.144.143.223,business,US,AS33363 
107.144.143.224,107.144.144.119,isp,US,AS33363 
107.144.144.120,107.144.144.127,business,US,AS33363 
107.144.144.128,107.144.144.191,isp,US,AS33363 
107.144.144.192,107.144.144.199,business,US,AS33363 
107.144.144.200,107.144.146.47,isp,US,AS33363 
107.144.146.48,107.144.146.55,business,US,AS33363 
107.144.146.56,107.144.146.207,isp,US,AS33363 
107.144.146.208,107.144.146.211,business,US,AS33363 
107.144.146.212,107.144.146.223,isp,US,AS33363 
107.144.146.224,107.144.146.239,business,US,AS33363 
107.144.146.240,107.144.147.63,isp,US,AS33363 
107.144.147.64,107.144.147.71,business,US,AS33363 
107.144.147.72,107.144.147.231,isp,US,AS33363 
107.144.147.232,107.144.147.239,business,US,AS33363 
107.144.147.240,107.144.148.31,isp,US,AS33363 
107.144.148.32,107.144.148.39,business,US,AS33363 
107.144.148.40,107.144.148.143,isp,US,AS33363 
107.144.148.144,107.144.148.151,business,US,AS33363 
107.144.148.152,107.144.149.31,isp,US,AS33363 
107.144.149.32,107.144.149.47,business,US,AS33363 
107.144.149.48,107.144.149.135,isp,US,AS33363 
107.144.149.136,107.144.149.151,business,US,AS33363 
107.144.149.152,107.144.149.215,isp,US,AS33363 
107.144.149.216,107.144.149.223,business,US,AS33363 
107.144.149.224,107.144.150.175,isp,US,AS33363 
107.144.150.176,107.144.150.191,business,US,AS33363 
107.144.150.192,107.144.150.239,isp,US,AS33363 
107.144.150.240,107.144.150.247,business,US,AS33363 
107.144.150.248,107.144.150.255,isp,US,AS33363 
107.144.151.0,107.144.151.127,business,US,AS33363 
107.144.151.128,107.144.151.231,isp,US,AS33363 
107.144.151.232,107.144.151.239,business,US,AS33363 
107.144.151.240,107.144.152.79,isp,US,AS33363 
107.144.152.80,107.144.152.83,business,US,AS33363 
107.144.152.84,107.144.152.87,isp,US,AS33363 
107.144.152.88,107.144.152.91,business,US,AS33363 
107.144.152.92,107.144.152.215,isp,US,AS33363 
107.144.152.216,107.144.152.223,business,US,AS33363 
107.144.152.224,107.144.153.31,isp,US,AS33363 
107.144.153.32,107.144.153.39,business,US,AS33363 
107.144.153.40,107.144.153.167,isp,US,AS33363 
107.144.153.168,107.144.153.175,business,US,AS33363 
107.144.153.176,107.144.153.183,isp,US,AS33363 
107.144.153.184,107.144.153.191,education,US,AS33363 
107.144.153.192,107.144.154.111,isp,US,AS33363 
107.144.154.112,107.144.154.119,business,US,AS33363 
107.144.154.120,107.144.155.63,isp,US,AS33363 
107.144.155.64,107.144.155.71,business,US,AS33363 
107.144.155.72,107.144.156.191,isp,US,AS33363 
107.144.156.192,107.144.156.199,business,US,AS33363 
107.144.156.200,107.144.157.247,isp,US,AS33363 
107.144.157.248,107.144.157.255,business,US,AS33363 
107.144.158.0,107.144.158.91,isp,US,AS33363 
107.144.158.92,107.144.158.95,business,US,AS33363 
107.144.158.96,107.144.159.23,isp,US,AS33363 
107.144.159.24,107.144.159.31,business,US,AS33363 
107.144.159.32,107.144.159.167,isp,US,AS33363 
107.144.159.168,107.144.159.171,business,US,AS33363 
107.144.159.172,107.144.159.175,isp,US,AS33363 
107.144.159.176,107.144.159.183,business,US,AS33363 
107.144.159.184,107.147.255.255,isp,US,AS33363 
