149.234.0.0,149.234.7.255,business,US,AS23167 
149.234.8.0,149.234.123.255,business,DE,AS13043 
149.234.124.0,149.234.125.255,business,RU,AS21180 
149.234.126.0,149.234.126.255,business,DE,AS13043 
149.234.127.0,149.234.127.255,business,TR,AS29088 
149.234.128.0,149.234.183.255,business,SG,AS140610 
149.234.184.0,149.234.184.255,business,JP,AS141367 
149.234.185.0,149.234.185.255,business,JP,AS141364 
149.234.186.0,149.234.186.255,business,IN,AS138162 
149.234.187.0,149.234.187.255,business,SG,AS141435 
149.234.188.0,149.234.188.255,business,JP,AS141367 
149.234.189.0,149.234.189.255,business,AU,AS141435 
149.234.190.0,149.234.190.255,business,JP,AS141364 
149.234.191.0,149.234.191.255,business,IN,AS138162 
149.234.192.0,149.234.225.255,business,US,AS23167 
149.234.226.0,149.234.227.255,business,BR,AS27343 
149.234.228.0,149.234.231.255,business,US,AS399076 
149.234.232.0,149.234.233.255,business,BR,AS27343 
149.234.234.0,149.234.255.255,business,US,AS23167 
