169.197.0.0,169.197.73.255,isp,US 
169.197.74.0,169.197.74.255,business,US 
169.197.75.0,169.197.75.255,isp,US 
169.197.76.0,169.197.112.255,hosting,US 
169.197.113.0,169.197.113.255,hosting,HK 
169.197.114.0,169.197.115.255,hosting,US 
169.197.116.0,169.197.117.255,hosting,HK 
169.197.118.0,169.197.127.255,hosting,US 
169.197.129.0,169.197.129.255,isp,US 
169.197.130.0,169.197.130.255,isp,PR 
169.197.131.0,169.197.131.87,hosting,US 
169.197.131.88,169.197.131.95,hosting,GB 
169.197.131.96,169.197.131.255,hosting,US 
169.197.132.0,169.197.132.255,isp,CA 
169.197.133.0,169.197.134.255,business,US 
169.197.135.0,169.197.135.255,education,US 
169.197.136.0,169.197.139.255,isp,CA 
169.197.140.0,169.197.143.255,hosting,CA 
169.197.144.0,169.197.147.255,isp,US 
169.197.148.0,169.197.151.255,business,US 
169.197.152.0,169.197.155.255,hosting,US 
169.197.156.0,169.197.159.255,isp,CA 
169.197.160.0,169.197.163.255,business,US 
169.197.164.0,169.197.167.255,business,CA 
169.197.168.0,169.197.173.255,business,US 
169.197.174.0,169.197.174.255,isp,US 
169.197.175.0,169.197.181.255,business,US 
169.197.182.0,169.197.182.255,hosting,US 
169.197.183.0,169.197.183.255,business,US 
169.197.184.0,169.197.187.255,hosting,PR 
169.197.188.0,169.197.191.255,business,US 
169.197.192.0,169.197.255.255,isp,US 
