208.180.11.0,208.180.11.255,government,US 
208.180.12.0,208.180.36.15,isp,US 
208.180.36.16,208.180.36.31,business,US 
208.180.36.32,208.180.36.35,isp,US 
208.180.36.36,208.180.36.39,business,US 
208.180.36.40,208.180.54.255,isp,US 
208.180.55.0,208.180.55.255,business,US 
208.180.56.0,208.180.73.255,isp,US 
208.180.74.0,208.180.75.255,business,US 
208.180.76.0,208.180.255.255,isp,US 
