208.122.0.0,208.122.63.255,hosting,US,AS32475 
208.122.64.0,208.122.111.255,government,US,AS36794 
208.122.112.0,208.122.126.255,isp,US,AS30221 
208.122.127.0,208.122.127.255,business,US, 
208.122.128.0,208.122.191.255,education,US,AS46476 
208.122.192.0,208.122.192.255,hosting,US,AS27589 
208.122.193.0,208.122.193.127,hosting,,AS27589 
208.122.193.128,208.122.223.7,hosting,US,AS27589 
208.122.223.8,208.122.223.15,hosting,EC,AS27589 
208.122.223.16,208.122.223.255,hosting,US,AS27589 
208.122.224.0,208.122.239.255,hosting,US,AS27630 
208.122.240.0,208.122.243.255,hosting,CA,AS36052 
208.122.244.0,208.122.245.255,business,US, 
208.122.246.0,208.122.246.255,hosting,CA,AS36052 
208.122.247.0,208.122.247.255,business,CA,AS36052 
208.122.248.0,208.122.248.31,isp,MR, 
208.122.248.32,208.122.253.255,business,CA, 
208.122.254.0,208.122.254.255,business,NG, 
208.122.255.0,208.122.255.255,business,CA, 
