63.247.0.0,63.247.31.255,education,US 
63.247.32.0,63.247.47.255,isp,US 
63.247.48.0,63.247.63.255,business,US 
63.247.64.0,63.247.82.255,hosting,US 
63.247.83.0,63.247.83.255,business,US 
63.247.84.0,63.247.91.255,hosting,US 
63.247.92.0,63.247.92.255,business,US 
63.247.93.0,63.247.95.255,hosting,US 
63.247.96.0,63.247.97.87,isp, 
63.247.97.88,63.247.97.255,isp,US 
63.247.98.0,63.247.98.15,isp, 
63.247.98.16,63.247.98.87,isp,US 
63.247.98.88,63.247.98.95,isp, 
63.247.98.96,63.247.98.119,isp,US 
63.247.98.120,63.247.98.135,isp, 
63.247.98.136,63.247.98.139,isp,US 
63.247.98.140,63.247.98.143,isp, 
63.247.98.144,63.247.98.231,isp,US 
63.247.98.232,63.247.98.239,isp, 
63.247.98.240,63.247.99.79,isp,US 
63.247.99.80,63.247.99.95,isp, 
63.247.99.96,63.247.100.255,isp,US 
63.247.101.0,63.247.101.3,isp, 
63.247.101.4,63.247.101.7,isp,US 
63.247.101.8,63.247.101.15,isp, 
63.247.101.16,63.247.101.95,isp,US 
63.247.101.96,63.247.101.103,isp, 
63.247.101.104,63.247.101.219,isp,US 
63.247.101.220,63.247.101.239,isp, 
63.247.101.240,63.247.102.159,isp,US 
63.247.102.160,63.247.102.192,isp, 
63.247.102.193,63.247.102.254,isp,US 
63.247.102.255,63.247.103.3,isp, 
63.247.103.4,63.247.103.255,isp,US 
63.247.104.0,63.247.104.7,isp, 
63.247.104.8,63.247.104.215,isp,US 
63.247.104.216,63.247.104.231,isp, 
63.247.104.232,63.247.106.47,isp,US 
63.247.106.48,63.247.106.71,isp, 
63.247.106.72,63.247.106.143,isp,US 
63.247.106.144,63.247.106.151,isp, 
63.247.106.152,63.247.106.159,isp,US 
63.247.106.160,63.247.106.167,isp, 
63.247.106.168,63.247.106.207,isp,US 
63.247.106.208,63.247.106.223,isp, 
63.247.106.224,63.247.106.247,isp,US 
63.247.106.248,63.247.106.251,isp, 
63.247.106.252,63.247.106.255,isp,US 
63.247.107.0,63.247.107.63,isp, 
63.247.107.64,63.247.107.191,isp,US 
63.247.107.192,63.247.107.199,isp, 
63.247.107.200,63.247.107.255,isp,US 
63.247.108.0,63.247.108.3,isp, 
63.247.108.4,63.247.108.7,isp,US 
63.247.108.8,63.247.108.15,isp, 
63.247.108.16,63.247.108.31,isp,US 
63.247.108.32,63.247.108.63,isp, 
63.247.108.64,63.247.108.191,isp,US 
63.247.108.192,63.247.108.207,isp, 
63.247.108.208,63.247.108.223,isp,US 
63.247.108.224,63.247.108.231,isp, 
63.247.108.232,63.247.109.39,isp,US 
63.247.109.40,63.247.109.47,isp, 
63.247.109.48,63.247.109.55,isp,US 
63.247.109.56,63.247.109.67,isp, 
63.247.109.68,63.247.110.159,isp,US 
63.247.110.160,63.247.110.192,isp, 
63.247.110.193,63.247.110.254,isp,US 
63.247.110.255,63.247.111.3,isp, 
63.247.111.4,63.247.111.7,isp,US 
63.247.111.8,63.247.111.47,isp, 
63.247.111.48,63.247.111.127,isp,US 
63.247.111.128,63.247.111.131,isp, 
63.247.111.132,63.247.111.255,isp,US 
63.247.112.0,63.247.127.255,business,US 
63.247.128.0,63.247.143.255,hosting,CA 
63.247.144.0,63.247.160.31,isp,US 
63.247.160.32,63.247.160.47,business,US 
63.247.160.48,63.247.160.151,isp,US 
63.247.160.152,63.247.160.175,business,US 
63.247.160.176,63.247.160.199,isp,US 
63.247.160.200,63.247.160.207,education,US 
63.247.160.208,63.247.160.215,business,US 
63.247.160.216,63.247.160.223,isp,US 
63.247.160.224,63.247.161.255,business,US 
63.247.162.0,63.247.162.7,isp,US 
63.247.162.8,63.247.162.15,business,US 
63.247.162.16,63.247.162.39,isp,US 
63.247.162.40,63.247.162.47,business,US 
63.247.162.48,63.247.162.55,isp,US 
63.247.162.56,63.247.162.71,business,US 
63.247.162.72,63.247.162.87,isp,US 
63.247.162.88,63.247.162.95,education,US 
63.247.162.96,63.247.162.119,isp,US 
63.247.162.120,63.247.162.127,business,US 
63.247.162.128,63.247.162.143,isp,US 
63.247.162.144,63.247.162.151,business,US 
63.247.162.152,63.247.162.167,isp,US 
63.247.162.168,63.247.162.175,business,US 
63.247.162.176,63.247.162.183,isp,US 
63.247.162.184,63.247.162.191,business,US 
63.247.162.192,63.247.162.215,isp,US 
63.247.162.216,63.247.162.223,business,US 
63.247.162.224,63.247.162.255,isp,US 
63.247.163.0,63.247.163.63,business,US 
63.247.163.64,63.247.163.119,isp,US 
63.247.163.120,63.247.163.127,business,US 
63.247.163.128,63.247.163.143,isp,US 
63.247.163.144,63.247.163.159,business,US 
63.247.163.160,63.247.163.183,isp,US 
63.247.163.184,63.247.163.191,business,US 
63.247.163.192,63.247.163.215,isp,US 
63.247.163.216,63.247.163.223,education,US 
63.247.163.224,63.247.165.7,business,US 
63.247.165.8,63.247.165.23,isp,US 
63.247.165.24,63.247.165.31,business,US 
63.247.165.32,63.247.165.39,isp,US 
63.247.165.40,63.247.165.47,business,US 
63.247.165.48,63.247.165.55,isp,US 
63.247.165.56,63.247.165.63,business,US 
63.247.165.64,63.247.165.79,isp,US 
63.247.165.80,63.247.165.95,business,US 
63.247.165.96,63.247.165.183,isp,US 
63.247.165.184,63.247.165.199,business,US 
63.247.165.200,63.247.165.207,isp,US 
63.247.165.208,63.247.165.215,business,US 
63.247.165.216,63.247.165.223,isp,US 
63.247.165.224,63.247.165.231,business,US 
63.247.165.232,63.247.165.255,isp,US 
63.247.166.0,63.247.167.7,business,US 
63.247.167.8,63.247.167.23,isp,US 
63.247.167.24,63.247.167.31,business,US 
63.247.167.32,63.247.167.63,isp,US 
63.247.167.64,63.247.167.71,business,US 
63.247.167.72,63.247.167.119,isp,US 
63.247.167.120,63.247.167.143,business,US 
63.247.167.144,63.247.168.31,isp,US 
63.247.168.32,63.247.168.71,business,US 
63.247.168.72,63.247.168.79,isp,US 
63.247.168.80,63.247.168.87,business,US 
63.247.168.88,63.247.168.159,isp,US 
63.247.168.160,63.247.168.167,business,US 
63.247.168.168,63.247.168.215,isp,US 
63.247.168.216,63.247.168.223,business,US 
63.247.168.224,63.247.168.247,isp,US 
63.247.168.248,63.247.170.39,business,US 
63.247.170.40,63.247.170.47,isp,US 
63.247.170.48,63.247.170.63,business,US 
63.247.170.64,63.247.170.79,isp,US 
63.247.170.80,63.247.170.87,education,US 
63.247.170.88,63.247.170.127,isp,US 
63.247.170.128,63.247.170.159,education,US 
63.247.170.160,63.247.170.163,business,US 
63.247.170.164,63.247.170.175,isp,US 
63.247.170.176,63.247.170.183,business,US 
63.247.170.184,63.247.170.215,isp,US 
63.247.170.216,63.247.170.231,business,US 
63.247.170.232,63.247.170.239,isp,US 
63.247.170.240,63.247.170.247,education,US 
63.247.170.248,63.247.170.255,business,US 
63.247.171.0,63.247.172.39,isp,US 
63.247.172.40,63.247.172.43,business,US 
63.247.172.44,63.247.172.51,isp,US 
63.247.172.52,63.247.172.55,business,US 
63.247.172.56,63.247.172.79,isp,US 
63.247.172.80,63.247.172.83,business,US 
63.247.172.84,63.247.173.59,isp,US 
63.247.173.60,63.247.173.63,business,US 
63.247.173.64,63.247.173.255,isp,US 
63.247.174.0,63.247.174.7,business,US 
63.247.174.8,63.247.174.15,isp,US 
63.247.174.16,63.247.174.23,business,US 
63.247.174.24,63.247.174.31,isp,US 
63.247.174.32,63.247.174.63,business,US 
63.247.174.64,63.247.175.7,isp,US 
63.247.175.8,63.247.175.31,business,US 
63.247.175.32,63.247.175.55,isp,US 
63.247.175.56,63.247.175.63,education,US 
