63.221.45.0,63.221.46.255,isp,US,AS3491 
63.221.47.0,63.221.63.255,hosting,US,AS3491 
63.221.64.0,63.221.66.255,business,US,AS3491 
63.221.67.0,63.221.87.255,hosting,US,AS3491 
63.221.88.0,63.221.88.255,hosting,US,AS46261 
63.221.89.0,63.221.90.255,hosting,US,AS3491 
63.221.91.0,63.221.92.255,business,US,AS3491 
63.221.93.0,63.221.95.255,hosting,US,AS3491 
63.221.96.0,63.221.103.255,business,US,AS3491 
63.221.104.0,63.221.111.255,hosting,US,AS3491 
63.221.112.0,63.221.113.255,business,US,AS3491 
63.221.114.0,63.221.127.255,business,CA,AS3491 
63.221.128.0,63.221.152.255,hosting,US,AS3491 
63.221.153.0,63.221.153.255,business,US,AS3491 
63.221.154.0,63.221.157.191,hosting,US,AS3491 
63.221.157.192,63.221.157.223,hosting,HK,AS3491 
63.221.157.224,63.221.161.255,hosting,US,AS3491 
63.221.162.0,63.221.163.255,business,US,AS3491 
63.221.164.0,63.221.193.191,hosting,US,AS3491 
63.221.193.192,63.221.193.207,hosting,KR,AS3491 
63.221.193.208,63.221.193.255,hosting,US,AS3491 
63.221.194.0,63.221.194.127,hosting,KH,AS3491 
63.221.194.128,63.222.5.99,hosting,US,AS3491 
