64.202.48.0,64.202.79.255,business,US 
64.202.80.0,64.202.95.255,education,US 
64.202.96.0,64.202.105.255,hosting,US 
64.202.106.0,64.202.106.255,isp,JP 
64.202.107.0,64.202.117.255,hosting,US 
64.202.118.0,64.202.118.255,business,US 
64.202.119.0,64.202.121.255,hosting,US 
64.202.122.0,64.202.122.255,hosting,GB 
64.202.123.0,64.202.124.255,hosting,US 
64.202.125.0,64.202.125.255,business,US 
64.202.126.0,64.202.126.255,hosting,US 
64.202.127.0,64.202.143.255,isp,US 
64.202.144.0,64.202.159.255,isp,CA 
64.202.160.0,64.202.191.255,hosting,US 
64.202.192.0,64.202.223.255,business,US 
64.202.224.0,64.202.239.255,isp,US 
64.202.240.0,64.202.255.255,hosting,US 
