64.253.0.0,64.253.31.255,isp,US,AS22646 
64.253.32.0,64.253.63.255,hosting,GB,AS51048 
64.253.64.0,64.253.79.255,isp,US,AS32262 
64.253.80.0,64.253.88.255,hosting,US,AS40861 
64.253.89.0,64.253.89.255,business,US,AS5065 
64.253.90.0,64.253.90.255,business,LT, 
64.253.91.0,64.253.91.255,hosting,VN,AS151872 
64.253.92.0,64.253.92.255,hosting,US,AS21859 
64.253.93.0,64.253.93.255,hosting,RO,AS62390 
64.253.94.0,64.253.94.255,hosting,VN,AS216414 
64.253.95.0,64.253.95.255,hosting,SG,AS140902 
64.253.96.0,64.253.102.199,hosting,US,AS4364 
64.253.102.200,64.253.102.207,business,US,AS4364 
64.253.102.208,64.253.103.255,hosting,US,AS4364 
64.253.104.0,64.253.104.15,business,US,AS4364 
64.253.104.16,64.253.104.23,hosting,US,AS4364 
64.253.104.24,64.253.104.71,business,US,AS4364 
64.253.104.72,64.253.104.79,hosting,US,AS4364 
64.253.104.80,64.253.104.87,business,US,AS4364 
64.253.104.88,64.253.105.15,hosting,US,AS4364 
64.253.105.16,64.253.105.23,isp,US,AS4364 
64.253.105.24,64.253.109.111,hosting,US,AS4364 
64.253.109.112,64.253.109.119,business,US,AS4364 
64.253.109.120,64.253.116.31,hosting,US,AS4364 
64.253.116.32,64.253.116.39,business,US,AS4364 
64.253.116.40,64.253.116.111,hosting,US,AS4364 
64.253.116.112,64.253.116.127,business,US,AS4364 
64.253.116.128,64.253.120.23,hosting,US,AS4364 
64.253.120.24,64.253.120.31,business,US,AS4364 
64.253.120.32,64.253.120.55,hosting,US,AS4364 
64.253.120.56,64.253.120.63,business,US,AS4364 
64.253.120.64,64.253.120.79,hosting,US,AS4364 
64.253.120.80,64.253.120.87,business,US,AS4364 
64.253.120.88,64.253.120.95,hosting,US,AS4364 
64.253.120.96,64.253.120.111,business,US,AS4364 
64.253.120.112,64.253.120.119,hosting,US,AS4364 
64.253.120.120,64.253.120.127,business,US,AS4364 
64.253.120.128,64.253.127.255,hosting,US,AS4364 
64.253.128.0,64.253.131.255,isp,CA,AS19171 
64.253.132.0,64.253.132.7,business,CA,AS19171 
64.253.132.8,64.253.132.31,isp,CA,AS19171 
64.253.132.32,64.253.132.39,business,CA,AS19171 
64.253.132.40,64.253.132.83,isp,CA,AS19171 
64.253.132.84,64.253.132.87,business,CA,AS19171 
64.253.132.88,64.253.132.103,isp,CA,AS19171 
64.253.132.104,64.253.132.111,business,US,AS19171 
64.253.132.112,64.253.132.119,isp,CA,AS19171 
64.253.132.120,64.253.132.127,business,CA,AS19171 
64.253.132.128,64.253.132.175,isp,CA,AS19171 
64.253.132.176,64.253.132.183,isp,US,AS19171 
64.253.132.184,64.253.132.191,isp,CA,AS19171 
64.253.132.192,64.253.132.199,business,CA,AS19171 
64.253.132.200,64.253.133.7,isp,CA,AS19171 
64.253.133.8,64.253.133.15,business,CA,AS19171 
64.253.133.16,64.253.133.143,isp,CA,AS19171 
64.253.133.144,64.253.133.151,business,CA,AS19171 
64.253.133.152,64.253.136.159,isp,CA,AS19171 
64.253.136.160,64.253.136.175,business,CA,AS19171 
64.253.136.176,64.253.137.71,isp,CA,AS19171 
64.253.137.72,64.253.137.79,business,CA,AS19171 
64.253.137.80,64.253.137.191,isp,CA,AS19171 
64.253.137.192,64.253.137.199,business,CA,AS19171 
64.253.137.200,64.253.137.215,isp,CA,AS19171 
64.253.137.216,64.253.137.239,business,CA,AS19171 
64.253.137.240,64.253.138.95,isp,CA,AS19171 
64.253.138.96,64.253.138.127,business,CA,AS19171 
64.253.138.128,64.253.138.255,isp,CA,AS19171 
64.253.139.0,64.253.139.15,business,CA,AS19171 
64.253.139.16,64.253.139.47,isp,CA,AS19171 
64.253.139.48,64.253.139.55,business,CA,AS19171 
64.253.139.56,64.253.139.63,isp,CA,AS19171 
64.253.139.64,64.253.139.71,business,CA,AS19171 
64.253.139.72,64.253.139.127,isp,CA,AS19171 
64.253.139.128,64.253.139.135,business,CA,AS19171 
64.253.139.136,64.253.139.143,isp,CA,AS19171 
64.253.139.144,64.253.139.159,business,CA,AS19171 
64.253.139.160,64.253.142.135,isp,CA,AS19171 
64.253.142.136,64.253.142.143,business,CA,AS19171 
64.253.142.144,64.253.142.175,isp,CA,AS19171 
64.253.142.176,64.253.142.183,business,CA,AS19171 
64.253.142.184,64.253.145.71,isp,CA,AS19171 
64.253.145.72,64.253.145.79,business,CA,AS19171 
64.253.145.80,64.253.145.103,isp,CA,AS19171 
64.253.145.104,64.253.145.111,business,CA,AS19171 
64.253.145.112,64.253.146.235,isp,CA,AS19171 
64.253.146.236,64.253.146.239,business,CA,AS19171 
64.253.146.240,64.253.148.87,isp,CA,AS19171 
64.253.148.88,64.253.148.95,business,CA,AS19171 
64.253.148.96,64.253.148.151,isp,CA,AS19171 
64.253.148.152,64.253.148.159,business,CA,AS19171 
64.253.148.160,64.253.148.175,isp,CA,AS19171 
64.253.148.176,64.253.148.183,business,CA,AS19171 
64.253.148.184,64.253.149.7,isp,CA,AS19171 
64.253.149.8,64.253.149.15,business,CA,AS19171 
