64.247.0.0,64.247.63.255,hosting,US,AS8001 
64.247.64.0,64.247.127.255,education,US,AS17135 
64.247.128.0,64.247.159.255,isp,CA,AS22684 
64.247.160.0,64.247.174.255,isp,PR,AS11992 
64.247.175.0,64.247.175.255,business,PR,AS12206 
64.247.176.0,64.247.191.255,business,US, 
64.247.192.0,64.247.195.159,hosting,US,AS11320 
64.247.195.160,64.247.195.191,business,US,AS11320 
64.247.195.192,64.247.200.175,hosting,US,AS11320 
64.247.200.176,64.247.200.183,business,US,AS11320 
64.247.200.184,64.247.206.71,hosting,US,AS11320 
64.247.206.72,64.247.206.79,business,US,AS11320 
64.247.206.80,64.247.223.255,hosting,US,AS11320 
64.247.224.0,64.247.255.255,business,US, 
