64.255.0.0,64.255.63.255,hosting,US,AS19237 
64.255.64.0,64.255.79.255,isp,US,AS27553 
64.255.80.0,64.255.94.255,isp,,AS11071 
64.255.95.0,64.255.95.119,isp,US,AS11071 
64.255.95.120,64.255.95.123,isp,,AS11071 
64.255.95.124,64.255.95.255,isp,US,AS11071 
64.255.96.0,64.255.96.167,isp,US,AS19570 
64.255.96.168,64.255.96.175,business,US,AS19570 
64.255.96.176,64.255.103.7,isp,US,AS19570 
64.255.103.8,64.255.103.15,business,US,AS19570 
64.255.103.16,64.255.103.39,isp,US,AS19570 
64.255.103.40,64.255.103.59,business,US,AS19570 
64.255.103.60,64.255.103.79,isp,US,AS19570 
64.255.103.80,64.255.103.91,business,US,AS19570 
64.255.103.92,64.255.103.231,isp,US,AS19570 
64.255.103.232,64.255.103.235,business,US,AS19570 
64.255.103.236,64.255.110.199,isp,US,AS19570 
64.255.110.200,64.255.110.203,business,US,AS19570 
64.255.110.204,64.255.111.3,isp,US,AS19570 
64.255.111.4,64.255.111.7,business,US,AS19570 
64.255.111.8,64.255.111.15,isp,US,AS19570 
64.255.111.16,64.255.111.19,business,US,AS19570 
64.255.111.20,64.255.111.111,isp,US,AS19570 
64.255.111.112,64.255.111.119,business,US,AS19570 
64.255.111.120,64.255.111.159,isp,US,AS19570 
64.255.111.160,64.255.111.167,business,US,AS19570 
64.255.111.168,64.255.111.175,isp,US,AS19570 
64.255.111.176,64.255.111.183,business,US,AS19570 
64.255.111.184,64.255.111.255,isp,US,AS19570 
64.255.112.0,64.255.119.255,isp,US,AS394998 
64.255.120.0,64.255.120.255,isp,US,AS19570 
64.255.121.0,64.255.121.31,business,US,AS19570 
64.255.121.32,64.255.122.47,isp,US,AS19570 
64.255.122.48,64.255.122.51,business,US,AS19570 
64.255.122.52,64.255.122.167,isp,US,AS19570 
64.255.122.168,64.255.122.175,business,US,AS19570 
64.255.122.176,64.255.123.119,isp,US,AS19570 
64.255.123.120,64.255.123.123,business,US,AS19570 
64.255.123.124,64.255.126.7,isp,US,AS19570 
64.255.126.8,64.255.126.15,education,US,AS19570 
64.255.126.16,64.255.126.23,isp,US,AS19570 
64.255.126.24,64.255.126.27,business,US,AS19570 
64.255.126.28,64.255.126.79,isp,US,AS19570 
64.255.126.80,64.255.126.87,business,US,AS19570 
64.255.126.88,64.255.126.95,isp,US,AS19570 
64.255.126.96,64.255.126.119,business,US,AS19570 
64.255.126.120,64.255.126.143,isp,US,AS19570 
64.255.126.144,64.255.126.151,business,US,AS19570 
64.255.126.152,64.255.127.255,isp,US,AS19570 
64.255.128.0,64.255.133.15,isp,US,AS12042 
64.255.133.16,64.255.133.23,business,US,AS12042 
64.255.133.24,64.255.143.255,isp,US,AS12042 
64.255.144.0,64.255.151.255,isp,US,AS63414 
64.255.152.0,64.255.159.255,isp,US,AS12042 
64.255.160.0,64.255.160.255,isp,US,AS395662 
64.255.161.0,64.255.161.255,business,US,AS395662 
64.255.162.0,64.255.163.255,isp,US,AS395662 
64.255.164.0,64.255.166.255,business,US,AS395662 
64.255.167.0,64.255.167.255,isp,US,AS395662 
64.255.168.0,64.255.168.95,business,US,AS395662 
64.255.168.96,64.255.168.127,isp,US,AS395662 
64.255.168.128,64.255.170.31,business,US,AS395662 
64.255.170.32,64.255.173.63,isp,US,AS395662 
64.255.173.64,64.255.173.111,business,US,AS395662 
64.255.173.112,64.255.173.127,business,AU,AS395662 
64.255.173.128,64.255.176.63,isp,US,AS395662 
64.255.176.64,64.255.176.71,business,US,AS395662 
64.255.176.72,64.255.179.255,isp,US,AS395662 
64.255.180.0,64.255.180.255,business,US,AS395662 
64.255.181.0,64.255.191.255,isp,US,AS395662 
64.255.192.0,64.255.194.31,hosting,US,AS32298 
64.255.194.32,64.255.194.47,business,US,AS32298 
64.255.194.48,64.255.194.55,hosting,US,AS32298 
64.255.194.56,64.255.194.59,business,US,AS32298 
64.255.194.60,64.255.194.127,hosting,US,AS32298 
64.255.194.128,64.255.194.135,business,US,AS32298 
64.255.194.136,64.255.194.139,hosting,US,AS32298 
64.255.194.140,64.255.194.159,business,US,AS32298 
64.255.194.160,64.255.194.191,hosting,US,AS32298 
64.255.194.192,64.255.194.223,business,US,AS32298 
