64.158.28.0,64.158.31.255,hosting,US,AS3064 
64.158.32.0,64.158.43.255,isp,US,AS3356 
64.158.44.0,64.158.44.255,isp,US,AS32208 
64.158.45.0,64.158.56.31,isp,US,AS3356 
64.158.56.32,64.158.56.127,business,US,AS3356 
64.158.56.128,64.158.57.127,isp,US,AS3356 
64.158.57.128,64.158.58.255,business,US,AS3356 
64.158.59.0,64.158.68.255,isp,US,AS3356 
64.158.69.0,64.158.69.255,business,US,AS3356 
64.158.70.0,64.158.78.255,isp,US,AS3356 
64.158.79.0,64.158.79.255,business,US,AS3356 
64.158.80.0,64.158.92.31,isp,US,AS3356 
64.158.92.32,64.158.92.63,business,US,AS3356 
64.158.92.64,64.158.92.127,isp,US,AS3356 
64.158.92.128,64.158.92.255,business,US,AS3356 
64.158.93.0,64.158.108.31,isp,US,AS3356 
64.158.108.32,64.158.108.47,business,US,AS3356 
64.158.108.48,64.158.108.63,isp,US,AS3356 
64.158.108.64,64.158.108.95,business,US,AS3356 
64.158.108.96,64.158.108.111,isp,US,AS3356 
64.158.108.112,64.158.108.127,business,US,AS3356 
64.158.108.128,64.158.108.223,isp,US,AS3356 
64.158.108.224,64.158.108.255,business,US,AS3356 
64.158.109.0,64.158.115.255,isp,US,AS3356 
64.158.116.0,64.158.117.255,business,US,AS3356 
64.158.118.0,64.158.130.71,isp,US,AS3356 
64.158.130.72,64.158.130.79,business,US,AS3356 
64.158.130.80,64.158.138.255,isp,US,AS3356 
64.158.139.0,64.158.143.255,business,US,AS3356 
64.158.144.0,64.158.148.159,isp,US,AS3356 
64.158.148.160,64.158.148.191,business,US,AS3356 
64.158.148.192,64.158.161.255,isp,US,AS3356 
64.158.162.0,64.158.163.255,business,US,AS3356 
64.158.164.0,64.158.176.255,isp,US,AS3356 
64.158.177.0,64.158.177.255,business,US,AS3356 
64.158.178.0,64.158.200.255,isp,US,AS3356 
64.158.201.0,64.158.201.255,business,US,AS26842 
64.158.202.0,64.158.218.31,isp,US,AS3356 
64.158.218.32,64.158.218.39,business,US,AS3356 
64.158.218.40,64.158.224.31,isp,US,AS3356 
64.158.224.32,64.158.224.63,business,US,AS3356 
64.158.224.64,64.158.236.127,isp,US,AS3356 
64.158.236.128,64.158.236.255,business,US,AS3356 
64.158.237.0,64.158.243.23,isp,US,AS3356 
64.158.243.24,64.158.243.31,business,US,AS3356 
64.158.243.32,64.159.63.255,isp,US,AS3356 
