64.178.0.0,64.178.27.255,isp,US,AS2828 
64.178.28.0,64.178.28.255,business,US,AS20427 
64.178.29.0,64.178.95.255,isp,US,AS2828 
64.178.96.0,64.178.118.31,isp,US,AS7029 
64.178.118.32,64.178.118.39,business,US,AS7029 
64.178.118.40,64.178.118.71,isp,US,AS7029 
64.178.118.72,64.178.118.79,education,US,AS7029 
64.178.118.80,64.178.118.87,business,US,AS7029 
64.178.118.88,64.178.118.103,isp,US,AS7029 
64.178.118.104,64.178.118.111,business,US,AS7029 
64.178.118.112,64.178.118.119,isp,US,AS7029 
64.178.118.120,64.178.118.159,business,US,AS7029 
64.178.118.160,64.178.118.167,isp,US,AS7029 
64.178.118.168,64.178.118.175,education,US,AS7029 
64.178.118.176,64.178.118.191,isp,US,AS7029 
64.178.118.192,64.178.118.199,business,US,AS7029 
64.178.118.200,64.178.127.255,isp,US,AS7029 
64.178.128.0,64.178.141.255,isp,CA,AS11260 
64.178.142.0,64.178.142.207,business,CA,AS11260 
64.178.142.208,64.178.142.223,isp,CA,AS11260 
64.178.142.224,64.178.142.255,business,CA,AS11260 
64.178.143.0,64.178.149.255,isp,CA,AS11260 
64.178.150.0,64.178.150.255,business,CA,AS11260 
64.178.151.0,64.178.159.127,isp,CA,AS11260 
64.178.159.128,64.178.159.255,business,CA,AS11260 
64.178.160.0,64.178.175.255,business,US,AS36579 
64.178.176.0,64.178.191.255,isp,US,AS21725 
64.178.192.0,64.178.193.255,business,PR,AS14920 
64.178.194.0,64.178.194.255,business,PR, 
64.178.195.0,64.178.197.255,business,PR,AS14920 
64.178.198.0,64.178.198.255,business,US, 
64.178.199.0,64.178.223.255,business,PR,AS14920 
64.178.224.0,64.178.226.255,isp,US,AS40020 
64.178.227.0,64.178.227.255,business,US, 
64.178.228.0,64.178.228.255,isp,US,AS40020 
64.178.229.0,64.178.230.255,isp,US,AS396185 
64.178.231.0,64.178.239.255,isp,US,AS40020 
64.178.240.0,64.178.240.255,isp,US,AS397893 
64.178.241.0,64.178.241.255,isp,US,AS40020 
64.178.242.0,64.178.242.255,business,US,AS40020 
64.178.243.0,64.178.247.255,isp,US,AS40020 
64.178.248.0,64.178.250.255,isp,US,AS53959 
64.178.251.0,64.178.253.255,isp,US,AS40020 
64.178.254.0,64.178.255.255,isp,US,AS54936 
