64.235.0.0,64.235.15.255,business,US, 
64.235.16.0,64.235.31.255,hosting,US,AS16645 
64.235.32.0,64.235.32.255,hosting,US,AS26277 
64.235.33.0,64.235.33.255,hosting,NL,AS26277 
64.235.34.0,64.235.36.255,hosting,US,AS26277 
64.235.37.0,64.235.37.255,hosting,NL,AS26277 
64.235.38.0,64.235.40.255,hosting,US,AS26277 
64.235.41.0,64.235.41.255,hosting,SG,AS26277 
64.235.42.0,64.235.42.255,hosting,US,AS26277 
64.235.43.0,64.235.43.255,hosting,SG,AS26277 
64.235.44.0,64.235.44.255,hosting,US,AS26277 
64.235.45.0,64.235.45.255,hosting,SG,AS26277 
64.235.46.0,64.235.60.255,hosting,US,AS26277 
64.235.61.0,64.235.61.255,hosting,SG,AS26277 
64.235.62.0,64.235.62.255,business,US, 
64.235.63.0,64.235.63.255,hosting,US,AS26277 
64.235.64.0,64.235.95.255,isp,US,AS25769 
64.235.96.0,64.235.97.15,isp,CA,AS15024 
64.235.97.16,64.235.97.23,business,CA,AS15024 
64.235.97.24,64.235.97.143,isp,CA,AS15024 
64.235.97.144,64.235.97.151,business,CA,AS15024 
64.235.97.152,64.235.97.215,isp,CA,AS15024 
64.235.97.216,64.235.97.223,business,CA,AS15024 
64.235.97.224,64.235.98.15,isp,CA,AS15024 
64.235.98.16,64.235.98.47,business,CA,AS15024 
64.235.98.48,64.235.99.143,isp,CA,AS15024 
64.235.99.144,64.235.99.151,business,CA,AS15024 
64.235.99.152,64.235.99.191,isp,CA,AS15024 
64.235.99.192,64.235.99.199,business,CA,AS15024 
64.235.99.200,64.235.100.95,isp,CA,AS15024 
64.235.100.96,64.235.100.127,business,CA,AS15024 
64.235.100.128,64.235.100.191,isp,CA,AS15024 
64.235.100.192,64.235.100.199,business,CA,AS15024 
64.235.100.200,64.235.100.255,isp,CA,AS15024 
64.235.101.0,64.235.101.127,business,CA,AS15024 
64.235.101.128,64.235.101.159,isp,CA,AS15024 
64.235.101.160,64.235.101.191,business,CA,AS15024 
64.235.101.192,64.235.106.255,isp,CA,AS15024 
64.235.107.0,64.235.107.255,education,CA,AS15024 
64.235.108.0,64.235.111.255,isp,CA,AS15024 
64.235.112.0,64.235.127.255,government,US,AS31753 
64.235.128.0,64.235.143.255,business,US, 
64.235.144.0,64.235.159.255,business,US,AS8447 
64.235.160.0,64.235.191.255,isp,US, 
64.235.192.0,64.235.194.135,isp,CA,AS26198 
64.235.194.136,64.235.194.143,business,CA,AS26198 
64.235.194.144,64.235.195.63,isp,CA,AS26198 
64.235.195.64,64.235.195.95,business,CA,AS26198 
64.235.195.96,64.235.204.95,isp,CA,AS26198 
64.235.204.96,64.235.204.127,business,CA,AS26198 
64.235.204.128,64.235.210.79,isp,CA,AS26198 
64.235.210.80,64.235.210.95,isp,US,AS26198 
64.235.210.96,64.235.215.159,isp,CA,AS26198 
64.235.215.160,64.235.215.191,business,CA,AS26198 
