64.116.0.0,64.116.96.47,business,US 
64.116.96.48,64.116.96.55,business,CO 
64.116.96.56,64.116.96.159,business,US 
64.116.96.160,64.116.96.191,business,CO 
64.116.96.192,64.116.98.31,business,US 
64.116.98.32,64.116.98.63,business,CO 
64.116.98.64,64.116.98.79,business,US 
64.116.98.80,64.116.98.143,business,CO 
64.116.98.144,64.116.99.31,business,US 
64.116.99.32,64.116.99.63,business,CO 
64.116.99.64,64.116.99.255,business,US 
64.116.100.0,64.116.101.255,hosting,CO 
64.116.102.0,64.116.129.47,business,US 
64.116.129.48,64.116.129.55,business,VE 
64.116.129.56,64.116.129.95,business,US 
64.116.129.96,64.116.129.119,business,VE 
64.116.129.120,64.116.129.159,business,US 
64.116.129.160,64.116.129.175,business,VE 
64.116.129.176,64.116.129.223,business,US 
64.116.129.224,64.116.129.255,business,VE 
64.116.130.0,64.116.131.127,business,US 
64.116.131.128,64.116.131.255,business,VE 
64.116.132.0,64.116.132.95,business,US 
64.116.132.96,64.116.132.127,business,VE 
64.116.132.128,64.116.132.143,business,US 
64.116.132.144,64.116.132.159,business,VE 
64.116.132.160,64.116.132.223,business,US 
64.116.132.224,64.116.132.255,business,VE 
64.116.133.0,64.116.134.71,business,US 
64.116.134.72,64.116.134.95,business,VE 
64.116.134.96,64.116.134.191,business,US 
64.116.134.192,64.116.134.255,education,VE 
64.116.135.0,64.116.135.15,business,VE 
64.116.135.16,64.116.135.47,business,US 
64.116.135.48,64.116.135.103,business,VE 
64.116.135.104,64.116.137.255,business,US 
64.116.138.0,64.116.139.255,isp,VE 
64.116.140.0,64.116.160.255,business,US 
64.116.161.0,64.116.162.71,business,PA 
64.116.162.72,64.116.163.255,business,US 
64.116.164.0,64.116.164.7,education,PA 
64.116.164.8,64.116.164.15,business,US 
64.116.164.16,64.116.164.31,business,PA 
64.116.164.32,64.116.164.63,business,VE 
64.116.164.64,64.116.169.255,business,US 
64.116.170.0,64.116.171.255,isp,PA 
64.116.172.0,64.116.172.95,business,US 
64.116.172.96,64.116.172.111,business,PA 
64.116.172.112,64.116.183.255,business,US 
64.116.184.0,64.116.184.255,business,PA 
64.116.185.0,64.116.185.255,hosting,PA 
64.116.186.0,64.116.191.255,business,PA 
64.116.192.0,64.116.192.255,business,US 
64.116.193.0,64.116.193.255,isp,CL 
64.116.194.0,64.116.194.63,business,CL 
64.116.194.64,64.116.194.79,business,US 
64.116.194.80,64.116.194.87,business,CL 
64.116.194.88,64.116.194.95,business,US 
64.116.194.96,64.116.194.111,business,CL 
64.116.194.112,64.116.194.127,business,US 
64.116.194.128,64.116.194.131,business,CL 
64.116.194.132,64.116.194.167,business,US 
64.116.194.168,64.116.194.175,business,CL 
64.116.194.176,64.116.194.183,business,US 
64.116.194.184,64.116.194.191,business,CL 
64.116.194.192,64.116.194.223,business,US 
64.116.194.224,64.116.194.239,business,CL 
64.116.194.240,64.116.194.255,business,US 
64.116.195.0,64.116.195.255,business,CL 
64.116.196.0,64.116.199.255,hosting,CL 
64.116.200.0,64.116.209.255,business,US 
64.116.210.0,64.116.213.255,hosting,CL 
64.116.214.0,64.116.215.255,business,US 
64.116.216.0,64.116.223.255,hosting,CL 
64.116.224.0,64.116.224.47,business,AR 
64.116.224.48,64.116.224.71,business,US 
64.116.224.72,64.116.224.95,business,AR 
64.116.224.96,64.116.224.111,business,US 
64.116.224.112,64.116.224.127,business,AR 
64.116.224.128,64.116.224.191,business,US 
64.116.224.192,64.116.224.223,business,AR 
64.116.224.224,64.116.225.15,business,US 
64.116.225.16,64.116.225.31,business,AR 
64.116.225.32,64.116.225.95,business,US 
64.116.225.96,64.116.225.135,business,AR 
64.116.225.136,64.116.225.143,business,US 
64.116.225.144,64.116.225.167,business,AR 
64.116.225.168,64.116.225.191,business,US 
64.116.225.192,64.116.225.207,business,AR 
64.116.225.208,64.116.225.215,business,US 
64.116.225.216,64.116.225.223,business,AR 
64.116.225.224,64.116.225.255,business,US 
64.116.226.0,64.116.226.31,isp,US 
64.116.226.32,64.116.228.3,business,US 
64.116.228.4,64.116.228.7,business,AR 
64.116.228.8,64.116.228.47,business,US 
64.116.228.48,64.116.228.51,business,AR 
64.116.228.52,64.116.230.15,business,US 
64.116.230.16,64.116.230.127,business,AR 
64.116.230.128,64.116.230.175,business,US 
64.116.230.176,64.116.230.191,business,AR 
64.116.230.192,64.116.230.223,isp,US 
64.116.230.224,64.116.230.239,business,US 
64.116.230.240,64.116.232.63,business,AR 
64.116.232.64,64.116.232.127,business,US 
64.116.232.128,64.116.232.143,business,AR 
64.116.232.144,64.116.232.151,business,US 
64.116.232.152,64.116.232.159,business,AR 
64.116.232.160,64.116.232.223,business,US 
64.116.232.224,64.116.232.239,business,AR 
64.116.232.240,64.116.233.31,business,US 
64.116.233.32,64.116.233.47,business,AR 
64.116.233.48,64.116.233.63,business,US 
64.116.233.64,64.116.233.127,business,AR 
64.116.233.128,64.116.233.199,business,US 
64.116.233.200,64.116.233.207,business,AR 
64.116.233.208,64.116.234.127,business,US 
64.116.234.128,64.116.234.191,business,AR 
64.116.234.192,64.116.238.127,business,US 
64.116.238.128,64.116.238.191,business,AR 
64.116.238.192,64.117.0.255,business,US 
