64.143.0.0,64.143.96.31,isp,US,AS7018 
64.143.96.32,64.143.96.63,business,US,AS7018 
64.143.96.64,64.143.98.255,isp,US,AS7018 
64.143.99.0,64.143.99.255,business,US,AS7018 
64.143.100.0,64.143.106.127,isp,US,AS7018 
64.143.106.128,64.143.106.255,business,US,AS7018 
64.143.107.0,64.143.112.255,isp,US,AS7018 
64.143.113.0,64.143.113.255,business,IN,AS7018 
64.143.114.0,64.143.115.111,isp,US,AS7018 
64.143.115.112,64.143.115.159,business,US,AS7018 
64.143.115.160,64.143.116.255,isp,US,AS7018 
64.143.117.0,64.143.117.255,business,US,AS7018 
64.143.118.0,64.143.120.239,isp,US,AS7018 
64.143.120.240,64.143.120.247,business,US,AS7018 
64.143.120.248,64.143.121.63,isp,US,AS7018 
64.143.121.64,64.143.121.79,business,US,AS7018 
64.143.121.80,64.143.121.255,isp,US,AS7018 
64.143.122.0,64.143.122.127,business,US,AS7018 
64.143.122.128,64.143.122.159,isp,US,AS7018 
64.143.122.160,64.143.122.175,business,US,AS7018 
64.143.122.176,64.143.178.255,isp,US,AS7018 
64.143.179.0,64.143.179.255,business,US,AS7018 
64.143.180.0,64.143.186.159,isp,US,AS7018 
64.143.186.160,64.143.186.175,business,US,AS7018 
64.143.186.176,64.143.201.79,isp,US,AS7018 
64.143.201.80,64.143.201.95,business,US,AS7018 
64.143.201.96,64.143.203.255,isp,US,AS7018 
64.143.204.0,64.143.204.63,business,US,AS7018 
64.143.204.64,64.143.204.159,isp,US,AS7018 
64.143.204.160,64.143.204.191,business,US,AS7018 
64.143.204.192,64.143.215.191,isp,US,AS7018 
64.143.215.192,64.143.215.255,business,US,AS7018 
64.143.216.0,64.143.218.255,isp,US,AS7018 
64.143.219.0,64.143.219.255,business,US,AS7018 
64.143.220.0,64.143.221.79,isp,US,AS7018 
64.143.221.80,64.143.221.95,business,US,AS7018 
64.143.221.96,64.143.221.127,isp,US,AS7018 
64.143.221.128,64.143.221.159,business,US,AS7018 
64.143.221.160,64.143.223.255,isp,US,AS7018 
64.143.224.0,64.143.239.255,business,US, 
64.143.240.0,64.143.255.255,isp,US,AS7018 
