64.207.0.0,64.207.63.255,business,GB, 
64.207.64.0,64.207.64.255,isp,US, 
64.207.65.0,64.207.65.15,business,US, 
64.207.65.16,64.207.65.23,isp,US, 
64.207.65.24,64.207.65.31,business,US, 
64.207.65.32,64.207.65.47,isp,US, 
64.207.65.48,64.207.65.71,business,US, 
64.207.65.72,64.207.65.103,isp,US, 
64.207.65.104,64.207.65.119,business,US, 
64.207.65.120,64.207.65.127,isp,US, 
64.207.65.128,64.207.65.135,business,US, 
64.207.65.136,64.207.71.159,isp,US, 
64.207.71.160,64.207.71.191,business,US, 
64.207.71.192,64.207.73.7,isp,US, 
64.207.73.8,64.207.73.15,business,US, 
64.207.73.16,64.207.73.23,education,US, 
64.207.73.24,64.207.73.95,business,US, 
64.207.73.96,64.207.73.127,isp,US, 
64.207.73.128,64.207.73.167,business,US, 
64.207.73.168,64.207.73.239,isp,US, 
64.207.73.240,64.207.74.7,business,US, 
64.207.74.8,64.207.74.55,isp,US, 
64.207.74.56,64.207.74.191,business,US, 
64.207.74.192,64.207.88.239,isp,US, 
64.207.88.240,64.207.88.247,business,US, 
64.207.88.248,64.207.89.151,isp,US, 
64.207.89.152,64.207.89.159,business,US, 
64.207.89.160,64.207.89.215,isp,US, 
64.207.89.216,64.207.89.223,business,US, 
64.207.89.224,64.207.89.231,isp,US, 
64.207.89.232,64.207.89.239,business,US, 
64.207.89.240,64.207.94.255,isp,US, 
64.207.95.0,64.207.95.255,education,US, 
64.207.96.0,64.207.111.255,hosting,US,AS11598 
64.207.112.0,64.207.127.255,business,US,AS14977 
64.207.128.0,64.207.191.255,hosting,US,AS26496 
64.207.192.0,64.207.195.255,hosting,US,AS26329 
64.207.196.0,64.207.199.255,business,US,AS16509 
64.207.200.0,64.207.203.255,business,US,AS18433 
64.207.204.0,64.207.205.255,business,US,AS16509 
64.207.206.0,64.207.206.255,isp,CA,AS40108 
64.207.207.0,64.207.207.255,business,US, 
64.207.208.0,64.207.209.255,isp,AF,AS45178 
