81.240.0.0,81.240.247.255,isp,BE,AS5432 
81.240.248.0,81.240.250.255,business,BE,AS5432 
81.240.251.0,81.240.251.111,isp,BE,AS5432 
81.240.251.112,81.240.254.255,business,BE,AS5432 
81.240.255.0,81.240.255.23,isp,BE,AS5432 
81.240.255.24,81.240.255.31,business,BE,AS5432 
81.240.255.32,81.240.255.35,isp,BE,AS5432 
81.240.255.36,81.240.255.51,business,BE,AS5432 
81.240.255.52,81.240.255.55,isp,BE,AS5432 
81.240.255.56,81.240.255.59,business,BE,AS5432 
81.240.255.60,81.240.255.79,isp,BE,AS5432 
81.240.255.80,81.240.255.87,business,BE,AS5432 
81.240.255.88,81.240.255.91,isp,BE,AS5432 
81.240.255.92,81.240.255.127,business,BE,AS5432 
81.240.255.128,81.240.255.135,isp,BE,AS5432 
81.240.255.136,81.240.255.179,business,BE,AS5432 
81.240.255.180,81.240.255.187,isp,BE,AS5432 
81.240.255.188,81.240.255.255,business,BE,AS5432 
