207.201.0.0,207.201.1.255,business,US 
207.201.2.0,207.201.3.255,isp,US 
207.201.4.0,207.201.11.255,business,US 
207.201.12.0,207.201.12.255,isp,US 
207.201.13.0,207.201.35.255,business,US 
207.201.36.0,207.201.37.255,isp,US 
207.201.38.0,207.201.57.63,business,US 
207.201.57.64,207.201.57.79,isp,US 
207.201.57.80,207.201.61.39,business,US 
207.201.61.40,207.201.61.127,isp,US 
207.201.61.128,207.201.61.223,business,US 
207.201.61.224,207.201.62.255,isp,US 
207.201.63.0,207.201.127.255,business,US 
207.201.128.0,207.201.192.255,isp,US 
207.201.193.0,207.201.195.255,business,US 
207.201.196.0,207.201.196.255,isp,US 
207.201.197.0,207.201.197.255,business,US 
207.201.198.0,207.201.199.7,isp,US 
207.201.199.8,207.201.199.15,business,US 
207.201.199.16,207.201.199.39,isp,US 
207.201.199.40,207.201.199.47,business,US 
207.201.199.48,207.201.199.71,isp,US 
207.201.199.72,207.201.199.79,business,US 
207.201.199.80,207.201.199.143,isp,US 
207.201.199.144,207.201.199.151,business,US 
207.201.199.152,207.201.199.175,isp,US 
207.201.199.176,207.201.199.191,business,US 
207.201.199.192,207.201.199.199,isp,US 
207.201.199.200,207.201.199.207,business,US 
207.201.199.208,207.201.200.15,isp,US 
207.201.200.16,207.201.200.35,business,US 
207.201.200.36,207.201.200.39,isp,US 
207.201.200.40,207.201.200.43,business,US 
207.201.200.44,207.201.200.63,isp,US 
207.201.200.64,207.201.200.103,business,US 
207.201.200.104,207.201.200.111,isp,US 
207.201.200.112,207.201.200.127,business,US 
207.201.200.128,207.201.204.39,isp,US 
207.201.204.40,207.201.204.47,business,US 
207.201.204.48,207.201.204.63,isp,US 
207.201.204.64,207.201.204.127,business,US 
207.201.204.128,207.201.204.183,isp,US 
207.201.204.184,207.201.204.207,business,US 
207.201.204.208,207.201.204.223,isp,US 
207.201.204.224,207.201.204.231,business,US 
207.201.204.232,207.201.204.247,isp,US 
207.201.204.248,207.201.204.255,business,US 
207.201.205.0,207.201.205.127,isp,US 
207.201.205.128,207.201.205.191,business,US 
207.201.205.192,207.201.206.95,isp,US 
207.201.206.96,207.201.206.103,business,US 
207.201.206.104,207.201.206.119,isp,US 
207.201.206.120,207.201.206.135,business,US 
207.201.206.136,207.201.206.167,isp,US 
207.201.206.168,207.201.206.175,business,US 
207.201.206.176,207.201.206.183,isp,US 
207.201.206.184,207.201.206.191,business,US 
207.201.206.192,207.201.206.247,isp,US 
207.201.206.248,207.201.206.255,business,US 
207.201.207.0,207.201.207.23,isp,US 
207.201.207.24,207.201.207.63,business,US 
207.201.207.64,207.201.207.215,isp,US 
207.201.207.216,207.201.209.31,business,US 
207.201.209.32,207.201.209.47,isp,US 
207.201.209.48,207.201.209.55,business,US 
207.201.209.56,207.201.209.63,isp,US 
207.201.209.64,207.201.209.79,business,US 
207.201.209.80,207.201.209.127,isp,US 
207.201.209.128,207.201.209.159,business,US 
207.201.209.160,207.201.209.191,isp,US 
207.201.209.192,207.201.209.199,business,US 
207.201.209.200,207.201.209.207,isp,US 
207.201.209.208,207.201.209.223,business,US 
207.201.209.224,207.201.209.247,isp,US 
207.201.209.248,207.201.209.255,education,US 
207.201.210.0,207.201.210.23,isp,US 
207.201.210.24,207.201.210.31,business,US 
207.201.210.32,207.201.210.71,isp,US 
207.201.210.72,207.201.210.79,business,US 
207.201.210.80,207.201.210.87,isp,US 
207.201.210.88,207.201.210.95,business,US 
207.201.210.96,207.201.210.127,isp,US 
207.201.210.128,207.201.210.255,business,US 
207.201.211.0,207.201.211.31,isp,US 
207.201.211.32,207.201.211.47,business,US 
207.201.211.48,207.201.211.55,isp,US 
207.201.211.56,207.201.211.63,business,US 
207.201.211.64,207.201.211.111,isp,US 
207.201.211.112,207.201.211.119,business,US 
207.201.211.120,207.201.211.127,isp,US 
207.201.211.128,207.201.211.143,business,US 
207.201.211.144,207.201.211.207,isp,US 
207.201.211.208,207.201.211.223,business,US 
207.201.211.224,207.201.211.239,isp,US 
207.201.211.240,207.201.211.255,education,US 
207.201.212.0,207.201.212.23,business,US 
207.201.212.24,207.201.212.39,isp,US 
207.201.212.40,207.201.212.47,business,US 
207.201.212.48,207.201.212.63,isp,US 
207.201.212.64,207.201.212.71,business,US 
207.201.212.72,207.201.212.79,isp,US 
207.201.212.80,207.201.212.87,business,US 
207.201.212.88,207.201.212.95,isp,US 
207.201.212.96,207.201.212.111,business,US 
207.201.212.112,207.201.212.135,isp,US 
207.201.212.136,207.201.212.143,business,US 
207.201.212.144,207.201.212.159,isp,US 
207.201.212.160,207.201.212.175,business,US 
207.201.212.176,207.201.212.215,isp,US 
207.201.212.216,207.201.212.231,business,US 
207.201.212.232,207.201.212.247,isp,US 
207.201.212.248,207.201.212.255,business,US 
207.201.213.0,207.201.213.255,isp,US 
207.201.214.0,207.201.214.255,business,US 
207.201.215.0,207.201.215.255,isp,US 
207.201.216.0,207.201.217.67,hosting,US 
207.201.217.68,207.201.217.71,business,US 
207.201.217.72,207.201.217.87,hosting,US 
207.201.217.88,207.201.217.91,business,US 
207.201.217.92,207.201.217.207,hosting,US 
207.201.217.208,207.201.217.215,business,US 
207.201.217.216,207.201.217.223,hosting,US 
207.201.217.224,207.201.217.227,business,US 
207.201.217.228,207.201.217.239,hosting,US 
207.201.217.240,207.201.217.243,business,US 
207.201.217.244,207.201.219.255,hosting,US 
207.201.220.0,207.201.221.7,isp,US 
207.201.221.8,207.201.221.15,business,US 
207.201.221.16,207.201.221.31,isp,US 
207.201.221.32,207.201.221.39,business,US 
207.201.221.40,207.201.221.63,isp,US 
207.201.221.64,207.201.221.127,business,US 
207.201.221.128,207.201.221.159,isp,US 
207.201.221.160,207.201.221.175,business,US 
207.201.221.176,207.201.221.183,isp,US 
207.201.221.184,207.201.221.191,business,US 
207.201.221.192,207.201.221.231,isp,US 
207.201.221.232,207.201.221.239,business,US 
207.201.221.240,207.201.221.255,isp,US 
207.201.222.0,207.201.222.255,business,US 
207.201.223.0,207.201.223.23,isp,US 
207.201.223.24,207.201.223.31,business,US 
207.201.223.32,207.201.223.63,isp,US 
207.201.223.64,207.201.223.79,business,US 
207.201.223.80,207.201.223.111,isp,US 
207.201.223.112,207.201.223.135,business,US 
