207.171.0.0,207.171.2.223,isp,US,AS11799 
207.171.2.224,207.171.2.255,business,US,AS11799 
207.171.3.0,207.171.31.255,isp,US,AS11799 
207.171.32.0,207.171.63.255,isp,US,AS30041 
207.171.64.0,207.171.127.255,business,US,AS1998 
207.171.128.0,207.171.159.255,business,US,AS6266 
207.171.160.0,207.171.191.255,hosting,US,AS16509 
207.171.192.0,207.171.195.255,isp,US,AS63107 
207.171.196.0,207.171.197.255,isp,US,AS53959 
207.171.198.0,207.171.199.255,isp,US,AS396185 
207.171.200.0,207.171.201.255,isp,US,AS40020 
207.171.202.0,207.171.203.255,business,US,AS36788 
207.171.204.0,207.171.206.255,business,US, 
207.171.207.0,207.171.208.255,isp,US,AS40020 
207.171.209.0,207.171.209.255,isp,US,AS393298 
207.171.210.0,207.171.211.255,isp,US,AS397340 
207.171.212.0,207.171.212.255,business,US, 
207.171.213.0,207.171.215.255,isp,US,AS40020 
207.171.216.0,207.171.216.255,isp,US,AS393298 
207.171.217.0,207.171.218.255,isp,US,AS40020 
207.171.219.0,207.171.219.255,isp,US,AS393298 
207.171.220.0,207.171.223.255,isp,US,AS397340 
207.171.224.0,207.171.224.255,isp,US,AS53959 
207.171.225.0,207.171.225.255,business,US,AS63107 
207.171.226.0,207.171.226.255,isp,US,AS397340 
207.171.227.0,207.171.227.255,isp,US,AS40020 
207.171.228.0,207.171.228.255,business,US,AS36788 
207.171.229.0,207.171.229.255,isp,US,AS30119 
207.171.230.0,207.171.231.255,isp,US,AS40020 
207.171.232.0,207.171.233.255,isp,US,AS54936 
207.171.234.0,207.171.239.255,isp,US,AS40020 
207.171.240.0,207.171.241.255,isp,US,AS53959 
207.171.242.0,207.171.243.255,isp,US,AS40020 
207.171.244.0,207.171.244.255,isp,US,AS53959 
207.171.245.0,207.171.245.255,isp,US,AS40020 
207.171.246.0,207.171.246.255,business,US,AS63107 
207.171.247.0,207.171.252.255,isp,US,AS54936 
207.171.253.0,207.171.253.255,isp,US,AS53959 
207.171.254.0,207.171.254.255,isp,US,AS54936 
207.171.255.0,207.171.255.255,business,US,AS6250 
