207.200.0.0,207.200.63.255,hosting,US,AS11320 
207.200.64.0,207.200.127.255,isp,US, 
207.200.128.0,207.200.159.255,isp,CA,AS19662 
207.200.160.0,207.200.175.255,education,US,AS21976 
207.200.176.0,207.200.191.255,business,US,AS54155 
207.200.192.0,207.200.193.255,business,US,AS53828 
207.200.194.0,207.200.194.255,hosting,US,AS53828 
207.200.195.0,207.200.197.199,business,US,AS53828 
207.200.197.200,207.200.197.203,education,US,AS53828 
207.200.197.204,207.200.200.159,business,US,AS53828 
207.200.200.160,207.200.200.175,isp,US,AS53828 
207.200.200.176,207.200.200.191,business,US,AS53828 
207.200.200.192,207.200.200.199,business,CA,AS53828 
207.200.200.200,207.200.200.223,business,US,AS53828 
207.200.200.224,207.200.200.239,education,US,AS53828 
207.200.200.240,207.200.203.23,business,US,AS53828 
207.200.203.24,207.200.203.27,education,US,AS53828 
207.200.203.28,207.200.204.7,business,US,AS53828 
207.200.204.8,207.200.204.15,education,US,AS53828 
207.200.204.16,207.200.204.127,business,US,AS53828 
207.200.204.128,207.200.204.159,education,US,AS53828 
207.200.204.160,207.200.210.103,business,US,AS53828 
207.200.210.104,207.200.210.111,education,US,AS53828 
207.200.210.112,207.200.210.187,business,US,AS53828 
207.200.210.188,207.200.210.191,education,US,AS53828 
207.200.210.192,207.200.211.235,business,US,AS53828 
207.200.211.236,207.200.211.243,isp,US,AS53828 
207.200.211.244,207.200.211.247,education,US,AS53828 
207.200.211.248,207.200.216.79,business,US,AS53828 
207.200.216.80,207.200.216.95,education,US,AS53828 
207.200.216.96,207.200.216.167,business,US,AS53828 
207.200.216.168,207.200.216.175,education,US,AS53828 
207.200.216.176,207.200.216.219,business,US,AS53828 
207.200.216.220,207.200.216.223,education,US,AS53828 
207.200.216.224,207.200.216.255,business,US,AS53828 
207.200.217.0,207.200.217.127,education,US,AS53828 
207.200.217.128,207.200.219.143,business,US,AS53828 
207.200.219.144,207.200.219.151,education,US,AS53828 
207.200.219.152,207.200.222.15,business,US,AS53828 
207.200.222.16,207.200.222.23,education,US,AS53828 
207.200.222.24,207.200.222.243,business,US,AS53828 
207.200.222.244,207.200.222.247,education,US,AS53828 
207.200.222.248,207.200.223.255,business,US,AS53828 
207.200.224.0,207.200.227.255,isp,US,AS33125 
207.200.228.0,207.200.228.255,business,US,AS33125 
207.200.229.0,207.200.255.255,isp,US,AS33125 
