205.140.16.0,205.140.16.255,business,US 
205.140.17.0,205.140.19.255,isp,US 
205.140.20.0,205.140.20.127,business,US 
205.140.20.128,205.140.20.159,isp,US 
205.140.20.160,205.140.20.175,education,US 
205.140.20.176,205.140.20.255,isp,US 
205.140.21.0,205.140.21.255,business,US 
205.140.22.0,205.140.22.255,isp,US 
205.140.23.0,205.140.23.31,business,US 
205.140.23.32,205.140.23.151,isp,US 
205.140.23.152,205.140.23.159,business,US 
205.140.23.160,205.140.71.255,isp,US 
205.140.72.0,205.140.72.255,business,US 
205.140.73.0,205.140.161.63,isp,US 
205.140.161.64,205.140.161.143,business,AU 
205.140.161.144,205.140.161.151,business,US 
205.140.161.152,205.140.161.159,isp,US 
205.140.161.160,205.140.161.191,business,AU 
205.140.161.192,205.140.161.255,business,US 
205.140.162.0,205.140.162.31,business,SG 
205.140.162.32,205.140.162.63,business,AU 
205.140.162.64,205.140.162.87,isp,US 
205.140.162.88,205.140.162.95,isp,SG 
205.140.162.96,205.140.162.175,isp,US 
205.140.162.176,205.140.162.183,business,MY 
205.140.162.184,205.140.162.191,isp,US 
205.140.162.192,205.140.162.207,business,AU 
205.140.162.208,205.140.162.255,isp,US 
205.140.163.0,205.140.163.31,business,MY 
205.140.163.32,205.140.163.63,isp,SG 
205.140.163.64,205.140.163.71,business,SG 
205.140.163.72,205.140.163.103,isp,US 
205.140.163.104,205.140.163.111,business,SG 
205.140.163.112,205.140.163.127,isp,US 
205.140.163.128,205.140.163.159,business,SG 
205.140.163.160,205.140.164.167,isp,US 
205.140.164.168,205.140.164.175,business,SG 
205.140.164.176,205.140.165.127,isp,US 
205.140.165.128,205.140.165.135,business,SG 
205.140.165.136,205.140.165.191,isp,US 
205.140.165.192,205.140.165.223,business,US 
205.140.165.224,205.140.165.239,business,SG 
205.140.165.240,205.140.165.247,isp,US 
205.140.165.248,205.140.165.255,business,SG 
205.140.166.0,205.140.167.255,isp,SG 
205.140.168.0,205.140.168.143,isp,US 
205.140.168.144,205.140.168.159,business,US 
205.140.168.160,205.140.168.255,isp,US 
205.140.169.0,205.140.169.15,business,SG 
205.140.169.16,205.140.169.31,isp,US 
205.140.169.32,205.140.169.47,isp,SG 
205.140.169.48,205.140.169.55,business,SG 
205.140.169.56,205.140.169.111,isp,US 
205.140.169.112,205.140.169.119,business,GB 
205.140.169.120,205.140.169.127,isp,US 
205.140.169.128,205.140.169.159,business,SG 
205.140.169.160,205.140.170.95,isp,US 
205.140.170.96,205.140.170.143,business,SG 
205.140.170.144,205.140.170.159,isp,US 
205.140.170.160,205.140.170.191,business,SG 
205.140.170.192,205.140.191.255,isp,US 
205.140.192.0,205.140.192.31,business,US 
205.140.192.32,205.140.192.111,isp,US 
205.140.192.112,205.140.192.119,business,US 
205.140.192.120,205.140.192.127,isp,US 
205.140.192.128,205.140.192.135,business,US 
205.140.192.136,205.140.192.199,isp,US 
205.140.192.200,205.140.192.231,business,US 
205.140.192.232,205.140.192.247,isp,US 
205.140.192.248,205.140.194.15,business,US 
205.140.194.16,205.140.194.31,isp,US 
205.140.194.32,205.140.194.127,business,US 
205.140.194.128,205.140.194.175,isp,US 
205.140.194.176,205.140.194.191,business,US 
205.140.194.192,205.140.194.223,isp,US 
205.140.194.224,205.140.194.255,business,US 
205.140.195.0,205.140.195.255,isp,US 
205.140.196.0,205.140.196.255,business,US 
205.140.197.0,205.140.197.223,isp,US 
205.140.197.224,205.140.197.247,business,US 
205.140.197.248,205.140.198.63,isp,US 
205.140.198.64,205.140.198.79,business,US 
205.140.198.80,205.140.198.159,isp,US 
205.140.198.160,205.140.198.167,business,US 
205.140.198.168,205.140.198.183,isp,US 
205.140.198.184,205.140.198.191,business,US 
205.140.198.192,205.140.198.255,isp,US 
205.140.199.0,205.140.199.255,business,US 
205.140.200.0,205.140.200.7,isp,US 
205.140.200.8,205.140.200.23,business,US 
205.140.200.24,205.140.200.191,isp,US 
205.140.200.192,205.140.200.255,business,US 
205.140.201.0,205.140.202.31,isp,US 
205.140.202.32,205.140.202.47,business,US 
205.140.202.48,205.140.202.63,isp,US 
205.140.202.64,205.140.204.127,business,US 
205.140.204.128,205.140.204.223,isp,US 
205.140.204.224,205.140.204.255,business,US 
205.140.205.0,205.140.205.39,isp,US 
205.140.205.40,205.140.205.47,business,US 
205.140.205.48,205.140.205.55,isp,US 
205.140.205.56,205.140.205.119,business,US 
205.140.205.120,205.140.205.127,business,JP 
205.140.205.128,205.140.207.63,isp,US 
205.140.207.64,205.140.207.79,business,US 
205.140.207.80,205.140.207.95,isp,US 
205.140.207.96,205.140.207.111,business,US 
205.140.207.112,205.140.208.183,isp,US 
205.140.208.184,205.140.208.191,business,US 
205.140.208.192,205.140.209.255,isp,US 
205.140.210.0,205.140.211.15,business,US 
