205.154.0.0,205.154.49.255,isp,US,AS2152 
205.154.50.0,205.154.67.255,education,US,AS2152 
205.154.68.0,205.154.68.255,education,US,AS23117 
205.154.69.0,205.154.83.255,education,US,AS2152 
205.154.84.0,205.154.84.255,education,US,AS23117 
205.154.85.0,205.154.87.255,education,US,AS2152 
205.154.88.0,205.154.91.255,business,US,AS2152 
205.154.92.0,205.154.221.255,education,US,AS2152 
205.154.222.0,205.154.222.127,business,US,AS2152 
205.154.222.128,205.154.245.255,education,US,AS2152 
205.154.246.0,205.154.246.15,business,US,AS2152 
205.154.246.16,205.154.247.255,education,US,AS2152 
205.154.248.0,205.154.248.255,business,US,AS63435 
205.154.249.0,205.154.250.255,education,US,AS2152 
205.154.251.0,205.154.251.255,business,US,AS46985 
205.154.252.0,205.154.255.255,education,US,AS2152 
