205.161.64.0,205.161.95.255,business,US 
205.161.96.0,205.161.112.255,isp,US 
205.161.113.0,205.161.113.255,business,US 
205.161.114.0,205.161.117.191,isp,US 
205.161.117.192,205.161.117.255,isp,CA 
205.161.118.0,205.161.123.255,isp,US 
205.161.124.0,205.161.125.255,business,US 
205.161.126.0,205.161.175.127,isp,US 
205.161.175.128,205.161.175.159,business,US 
205.161.175.160,205.161.178.63,isp,US 
205.161.178.64,205.161.178.71,business,US 
205.161.178.72,205.161.178.103,isp,US 
205.161.178.104,205.161.178.111,business,US 
205.161.178.112,205.161.186.127,isp,US 
205.161.186.128,205.161.186.255,business,US 
205.161.187.0,205.161.199.255,isp,US 
205.161.200.0,205.161.200.135,business,US 
205.161.200.136,205.161.200.151,isp,US 
205.161.200.152,205.161.200.159,business,US 
205.161.200.160,205.161.200.191,isp,US 
205.161.200.192,205.161.200.255,business,US 
205.161.201.0,205.161.201.143,isp,US 
205.161.201.144,205.161.201.159,business,US 
205.161.201.160,205.161.204.255,isp,US 
205.161.205.0,205.161.205.255,business,US 
205.161.206.0,205.161.216.71,isp,US 
205.161.216.72,205.161.216.79,business,US 
205.161.216.80,205.161.221.255,isp,US 
205.161.222.0,205.161.222.255,business,US 
205.161.223.0,205.161.224.63,isp,US 
205.161.224.64,205.161.224.191,business,US 
205.161.224.192,205.161.224.255,education,US 
205.161.225.0,205.161.225.255,business,US 
205.161.226.0,205.161.226.255,isp,US 
205.161.227.0,205.161.233.255,business,US 
205.161.234.0,205.161.234.255,isp,US 
205.161.235.0,205.161.236.255,business,US 
205.161.237.0,205.162.2.15,isp,US 
