130.192.0.0,130.192.167.255,business,IT,AS137 
130.192.168.0,130.192.175.255,education,IT,AS137 
130.192.176.0,130.192.191.255,business,IT,AS137 
130.192.192.0,130.192.223.255,education,IT,AS137 
130.192.224.0,130.192.239.255,business,IT,AS137 
130.192.240.0,130.192.251.15,education,IT,AS137 
130.192.251.16,130.192.251.31,business,IT,AS137 
130.192.251.32,130.192.251.39,education,IT,AS137 
130.192.251.40,130.192.251.47,business,IT,AS137 
130.192.251.48,130.192.255.255,education,IT,AS137 
