200.201.0.0,200.201.5.255,business,BR,AS10412 
200.201.6.0,200.201.6.255,education,BR,AS10412 
200.201.7.0,200.201.7.255,business,BR,AS10412 
200.201.8.0,200.201.8.255,education,BR,AS10412 
200.201.9.0,200.201.9.255,business,BR,AS10412 
200.201.10.0,200.201.10.255,education,BR,AS10412 
200.201.11.0,200.201.11.255,business,BR,AS10412 
200.201.12.0,200.201.16.255,education,BR,AS10412 
200.201.17.0,200.201.25.255,business,BR,AS10412 
200.201.26.0,200.201.26.255,education,BR,AS10412 
200.201.27.0,200.201.27.255,business,BR,AS10412 
200.201.28.0,200.201.28.255,education,BR,AS10412 
200.201.29.0,200.201.30.255,business,BR,AS10412 
200.201.31.0,200.201.31.255,education,BR,AS10412 
200.201.32.0,200.201.38.255,business,BR,AS10412 
200.201.39.0,200.201.39.255,education,BR,AS10412 
200.201.40.0,200.201.47.255,business,BR,AS10412 
200.201.48.0,200.201.48.255,education,BR,AS10412 
200.201.49.0,200.201.54.255,business,BR,AS10412 
200.201.55.0,200.201.57.255,education,BR,AS10412 
200.201.58.0,200.201.59.255,business,BR,AS10412 
200.201.60.0,200.201.61.255,education,BR,AS10412 
200.201.62.0,200.201.79.255,business,BR,AS10412 
200.201.80.0,200.201.89.255,education,BR,AS10412 
200.201.90.0,200.201.99.255,business,BR,AS10412 
200.201.100.0,200.201.100.255,education,BR,AS10412 
200.201.101.0,200.201.109.255,business,BR,AS10412 
200.201.110.0,200.201.111.255,education,BR,AS10412 
200.201.112.0,200.201.127.255,business,BR,AS10412 
200.201.128.0,200.201.128.3,isp,BR,AS11432 
200.201.128.4,200.201.128.15,business,BR,AS11432 
200.201.128.16,200.201.128.63,isp,BR,AS11432 
200.201.128.64,200.201.128.79,business,BR,AS11432 
200.201.128.80,200.201.128.87,isp,BR,AS11432 
200.201.128.88,200.201.128.95,business,BR,AS11432 
200.201.128.96,200.201.128.103,isp,BR,AS11432 
200.201.128.104,200.201.128.119,business,BR,AS11432 
200.201.128.120,200.201.128.151,isp,BR,AS11432 
200.201.128.152,200.201.128.159,business,BR,AS11432 
200.201.128.160,200.201.128.199,isp,BR,AS11432 
200.201.128.200,200.201.128.231,business,BR,AS11432 
200.201.128.232,200.201.128.247,isp,BR,AS11432 
200.201.128.248,200.201.128.255,business,BR,AS11432 
200.201.129.0,200.201.129.23,isp,BR,AS11432 
200.201.129.24,200.201.129.47,business,BR,AS11432 
200.201.129.48,200.201.129.95,isp,BR,AS11432 
200.201.129.96,200.201.129.127,business,BR,AS11432 
200.201.129.128,200.201.129.207,isp,BR,AS11432 
200.201.129.208,200.201.129.223,business,BR,AS11432 
200.201.129.224,200.201.132.3,isp,BR,AS11432 
200.201.132.4,200.201.132.19,business,BR,AS11432 
200.201.132.20,200.201.132.23,isp,BR,AS11432 
200.201.132.24,200.201.132.47,business,BR,AS11432 
200.201.132.48,200.201.132.55,isp,BR,AS11432 
200.201.132.56,200.201.132.63,business,BR,AS11432 
200.201.132.64,200.201.132.111,isp,BR,AS11432 
200.201.132.112,200.201.132.119,business,BR,AS11432 
200.201.132.120,200.201.132.135,isp,BR,AS11432 
200.201.132.136,200.201.132.143,business,BR,AS11432 
200.201.132.144,200.201.132.163,isp,BR,AS11432 
200.201.132.164,200.201.132.179,business,BR,AS11432 
200.201.132.180,200.201.132.215,isp,BR,AS11432 
200.201.132.216,200.201.132.223,business,BR,AS11432 
200.201.132.224,200.201.132.239,isp,BR,AS11432 
200.201.132.240,200.201.132.247,business,BR,AS11432 
200.201.132.248,200.201.134.47,isp,BR,AS11432 
200.201.134.48,200.201.134.59,business,BR,AS11432 
200.201.134.60,200.201.134.63,isp,BR,AS11432 
200.201.134.64,200.201.134.79,business,BR,AS11432 
200.201.134.80,200.201.134.103,isp,BR,AS11432 
200.201.134.104,200.201.134.119,business,BR,AS11432 
200.201.134.120,200.201.134.207,isp,BR,AS11432 
200.201.134.208,200.201.134.211,business,BR,AS11432 
200.201.134.212,200.201.134.239,isp,BR,AS11432 
200.201.134.240,200.201.134.247,business,BR,AS11432 
200.201.134.248,200.201.135.7,isp,BR,AS11432 
200.201.135.8,200.201.135.15,business,BR,AS11432 
200.201.135.16,200.201.135.23,isp,BR,AS11432 
200.201.135.24,200.201.135.31,business,BR,AS11432 
200.201.135.32,200.201.135.47,isp,BR,AS11432 
200.201.135.48,200.201.135.55,business,BR,AS11432 
200.201.135.56,200.201.135.63,isp,BR,AS11432 
200.201.135.64,200.201.135.67,business,BR,AS11432 
200.201.135.68,200.201.135.75,isp,BR,AS11432 
200.201.135.76,200.201.135.95,business,BR,AS11432 
200.201.135.96,200.201.135.103,isp,BR,AS11432 
200.201.135.104,200.201.135.107,business,BR,AS11432 
200.201.135.108,200.201.135.127,isp,BR,AS11432 
200.201.135.128,200.201.135.131,business,BR,AS11432 
200.201.135.132,200.201.135.159,isp,BR,AS11432 
200.201.135.160,200.201.135.191,business,BR,AS11432 
200.201.135.192,200.201.135.207,isp,BR,AS11432 
200.201.135.208,200.201.135.211,business,BR,AS11432 
200.201.135.212,200.201.135.239,isp,BR,AS11432 
200.201.135.240,200.201.135.243,business,BR,AS11432 
200.201.135.244,200.201.135.247,isp,BR,AS11432 
200.201.135.248,200.201.135.255,business,BR,AS11432 
200.201.136.0,200.201.136.31,isp,BR,AS11432 
200.201.136.32,200.201.136.39,business,BR,AS11432 
200.201.136.40,200.201.136.51,isp,BR,AS11432 
200.201.136.52,200.201.136.55,business,BR,AS11432 
200.201.136.56,200.201.136.99,isp,BR,AS11432 
200.201.136.100,200.201.136.107,business,BR,AS11432 
200.201.136.108,200.201.136.127,isp,BR,AS11432 
200.201.136.128,200.201.136.159,business,BR,AS11432 
200.201.136.160,200.201.136.199,isp,BR,AS11432 
200.201.136.200,200.201.136.207,business,BR,AS11432 
200.201.136.208,200.201.137.7,isp,BR,AS11432 
200.201.137.8,200.201.137.15,business,BR,AS11432 
200.201.137.16,200.201.137.39,isp,BR,AS11432 
200.201.137.40,200.201.137.47,business,BR,AS11432 
200.201.137.48,200.201.137.83,isp,BR,AS11432 
200.201.137.84,200.201.137.87,business,BR,AS11432 
200.201.137.88,200.201.137.95,isp,BR,AS11432 
200.201.137.96,200.201.137.99,business,BR,AS11432 
200.201.137.100,200.201.137.127,isp,BR,AS11432 
200.201.137.128,200.201.137.139,business,BR,AS11432 
200.201.137.140,200.201.137.183,isp,BR,AS11432 
200.201.137.184,200.201.137.187,business,BR,AS11432 
200.201.137.188,200.201.137.191,isp,BR,AS11432 
200.201.137.192,200.201.137.195,business,BR,AS11432 
200.201.137.196,200.201.137.215,isp,BR,AS11432 
200.201.137.216,200.201.137.223,business,BR,AS11432 
200.201.137.224,200.201.137.239,isp,BR,AS11432 
200.201.137.240,200.201.137.247,business,BR,AS11432 
200.201.137.248,200.201.137.251,isp,BR,AS11432 
200.201.137.252,200.201.137.255,business,BR,AS11432 
200.201.138.0,200.201.138.31,isp,BR,AS11432 
200.201.138.32,200.201.138.47,business,BR,AS11432 
200.201.138.48,200.201.138.63,isp,BR,AS11432 
200.201.138.64,200.201.138.79,business,BR,AS11432 
200.201.138.80,200.201.138.103,isp,BR,AS11432 
200.201.138.104,200.201.138.111,business,BR,AS11432 
200.201.138.112,200.201.138.119,isp,BR,AS11432 
200.201.138.120,200.201.138.191,business,BR,AS11432 
200.201.138.192,200.201.139.7,isp,BR,AS11432 
200.201.139.8,200.201.139.15,business,BR,AS11432 
200.201.139.16,200.201.139.31,isp,BR,AS11432 
200.201.139.32,200.201.139.127,business,BR,AS11432 
200.201.139.128,200.201.139.167,isp,BR,AS11432 
200.201.139.168,200.201.139.175,business,BR,AS11432 
200.201.139.176,200.201.139.255,isp,BR,AS11432 
200.201.140.0,200.201.141.127,business,BR,AS11432 
200.201.141.128,200.201.143.159,isp,BR,AS11432 
200.201.143.160,200.201.143.167,business,BR,AS11432 
200.201.143.168,200.201.143.255,isp,BR,AS11432 
200.201.144.0,200.201.144.7,business,BR,AS11432 
200.201.144.8,200.201.144.87,isp,BR,AS11432 
200.201.144.88,200.201.144.95,business,BR,AS11432 
200.201.144.96,200.201.144.151,isp,BR,AS11432 
200.201.144.152,200.201.144.167,business,BR,AS11432 
200.201.144.168,200.201.144.183,isp,BR,AS11432 
200.201.144.184,200.201.144.191,business,BR,AS11432 
200.201.144.192,200.201.146.3,isp,BR,AS11432 
200.201.146.4,200.201.146.7,business,BR,AS11432 
200.201.146.8,200.201.146.39,isp,BR,AS11432 
200.201.146.40,200.201.146.47,business,BR,AS11432 
200.201.146.48,200.201.146.119,isp,BR,AS11432 
200.201.146.120,200.201.146.127,business,BR,AS11432 
200.201.146.128,200.201.148.15,isp,BR,AS11432 
200.201.148.16,200.201.148.23,business,BR,AS11432 
200.201.148.24,200.201.148.31,isp,BR,AS11432 
200.201.148.32,200.201.148.39,business,BR,AS11432 
200.201.148.40,200.201.148.55,isp,BR,AS11432 
200.201.148.56,200.201.148.63,business,BR,AS11432 
200.201.148.64,200.201.148.95,isp,BR,AS11432 
200.201.148.96,200.201.148.111,business,BR,AS11432 
200.201.148.112,200.201.149.47,isp,BR,AS11432 
200.201.149.48,200.201.149.71,business,BR,AS11432 
200.201.149.72,200.201.149.87,isp,BR,AS11432 
200.201.149.88,200.201.149.95,business,BR,AS11432 
200.201.149.96,200.201.149.111,isp,BR,AS11432 
200.201.149.112,200.201.149.127,business,BR,AS11432 
200.201.149.128,200.201.149.151,isp,BR,AS11432 
200.201.149.152,200.201.149.159,business,BR,AS11432 
200.201.149.160,200.201.149.167,isp,BR,AS11432 
200.201.149.168,200.201.149.179,business,BR,AS11432 
200.201.149.180,200.201.149.183,isp,BR,AS11432 
200.201.149.184,200.201.149.191,education,BR,AS11432 
200.201.149.192,200.201.149.199,isp,BR,AS11432 
200.201.149.200,200.201.149.207,business,BR,AS11432 
200.201.149.208,200.201.149.215,isp,BR,AS11432 
200.201.149.216,200.201.149.239,business,BR,AS11432 
200.201.149.240,200.201.152.255,isp,BR,AS11432 
200.201.153.0,200.201.153.7,business,BR,AS11432 
200.201.153.8,200.201.154.255,isp,BR,AS11432 
200.201.155.0,200.201.155.3,business,BR,AS11432 
200.201.155.4,200.201.155.47,isp,BR,AS11432 
200.201.155.48,200.201.155.55,business,BR,AS11432 
200.201.155.56,200.201.155.111,isp,BR,AS11432 
200.201.155.112,200.201.155.127,business,BR,AS11432 
200.201.155.128,200.201.155.255,isp,BR,AS11432 
200.201.156.0,200.201.156.31,business,BR,AS11432 
200.201.156.32,200.201.156.63,isp,BR,AS11432 
200.201.156.64,200.201.156.95,education,BR,AS11432 
200.201.156.96,200.201.156.255,isp,BR,AS11432 
200.201.157.0,200.201.157.7,business,BR,AS11432 
200.201.157.8,200.201.157.255,isp,BR,AS11432 
200.201.158.0,200.201.158.7,business,BR,AS11432 
200.201.158.8,200.201.158.15,isp,BR,AS11432 
200.201.158.16,200.201.158.31,business,BR,AS11432 
200.201.158.32,200.201.158.175,isp,BR,AS11432 
200.201.158.176,200.201.158.191,business,BR,AS11432 
200.201.158.192,200.201.158.199,isp,BR,AS11432 
200.201.158.200,200.201.158.207,business,BR,AS11432 
200.201.158.208,200.201.158.215,isp,BR,AS11432 
200.201.158.216,200.201.158.223,business,BR,AS11432 
200.201.158.224,200.201.158.255,isp,BR,AS11432 
200.201.159.0,200.201.159.7,business,BR,AS11432 
200.201.159.8,200.201.159.11,isp,BR,AS11432 
200.201.159.12,200.201.159.23,business,BR,AS11432 
200.201.159.24,200.201.159.31,isp,BR,AS11432 
200.201.159.32,200.201.159.35,business,BR,AS11432 
200.201.159.36,200.201.159.43,isp,BR,AS11432 
200.201.159.44,200.201.159.47,business,BR,AS11432 
200.201.159.48,200.201.159.55,isp,BR,AS11432 
200.201.159.56,200.201.159.59,business,BR,AS11432 
200.201.159.60,200.201.159.63,isp,BR,AS11432 
200.201.159.64,200.201.159.67,business,BR,AS11432 
200.201.159.68,200.201.159.71,isp,BR,AS11432 
200.201.159.72,200.201.159.75,business,BR,AS11432 
200.201.159.76,200.201.159.83,isp,BR,AS11432 
200.201.159.84,200.201.159.87,business,BR,AS11432 
200.201.159.88,200.201.159.95,isp,BR,AS11432 
200.201.159.96,200.201.159.99,business,BR,AS11432 
200.201.159.100,200.201.159.111,isp,BR,AS11432 
200.201.159.112,200.201.159.115,business,BR,AS11432 
200.201.159.116,200.201.159.139,isp,BR,AS11432 
200.201.159.140,200.201.159.143,business,BR,AS11432 
200.201.159.144,200.201.159.159,isp,BR,AS11432 
200.201.159.160,200.201.159.167,business,BR,AS11432 
200.201.159.168,200.201.159.223,isp,BR,AS11432 
200.201.159.224,200.201.159.227,business,BR,AS11432 
200.201.159.228,200.201.159.247,isp,BR,AS11432 
200.201.159.248,200.201.159.251,business,BR,AS11432 
200.201.159.252,200.201.159.255,isp,BR,AS11432 
200.201.160.0,200.201.175.255,government,BR,AS20116 
200.201.176.0,200.201.183.207,isp,BR,AS17222 
200.201.183.208,200.201.183.215,business,BR,AS17222 
200.201.183.216,200.201.183.255,isp,BR,AS17222 
200.201.184.0,200.201.184.255,business,BR,AS17222 
200.201.185.0,200.201.189.203,isp,BR,AS17222 
200.201.189.204,200.201.189.207,business,BR,AS17222 
200.201.189.208,200.201.191.255,isp,BR,AS17222 
200.201.192.0,200.201.193.127,hosting,BR,AS10733 
200.201.193.128,200.201.193.135,isp,BR,AS10733 
200.201.193.136,200.201.193.223,hosting,BR,AS10733 
200.201.193.224,200.201.193.231,isp,BR,AS10733 
200.201.193.232,200.201.193.247,hosting,BR,AS10733 
200.201.193.248,200.201.193.255,isp,BR,AS10733 
200.201.194.0,200.201.194.207,hosting,BR,AS10733 
200.201.194.208,200.201.194.215,isp,BR,AS10733 
200.201.194.216,200.201.194.255,hosting,BR,AS10733 
200.201.195.0,200.201.195.7,business,BR,AS10733 
200.201.195.8,200.201.195.15,isp,BR,AS10733 
200.201.195.16,200.201.195.31,hosting,BR,AS10733 
200.201.195.32,200.201.195.47,business,BR,AS10733 
200.201.195.48,200.201.195.71,hosting,BR,AS10733 
200.201.195.72,200.201.195.87,business,BR,AS10733 
200.201.195.88,200.201.195.103,hosting,BR,AS10733 
200.201.195.104,200.201.195.111,business,BR,AS10733 
200.201.195.112,200.201.195.127,hosting,BR,AS10733 
200.201.195.128,200.201.195.143,business,BR,AS10733 
200.201.195.144,200.201.195.207,hosting,BR,AS10733 
200.201.195.208,200.201.195.223,business,BR,AS10733 
200.201.195.224,200.201.195.239,hosting,BR,AS10733 
200.201.195.240,200.201.195.255,business,BR,AS10733 
200.201.196.0,200.201.196.127,hosting,BR,AS10733 
200.201.196.128,200.201.196.159,isp,BR,AS10733 
200.201.196.160,200.201.197.31,hosting,BR,AS10733 
200.201.197.32,200.201.197.63,isp,BR,AS10733 
200.201.197.64,200.201.197.159,hosting,BR,AS10733 
200.201.197.160,200.201.197.191,isp,BR,AS10733 
200.201.197.192,200.201.200.7,hosting,BR,AS10733 
200.201.200.8,200.201.200.15,business,BR,AS10733 
200.201.200.16,200.201.200.31,hosting,BR,AS10733 
200.201.200.32,200.201.200.39,business,BR,AS10733 
200.201.200.40,200.201.200.79,hosting,BR,AS10733 
200.201.200.80,200.201.200.95,business,BR,AS10733 
200.201.200.96,200.201.200.119,hosting,BR,AS10733 
200.201.200.120,200.201.200.123,business,BR,AS10733 
200.201.200.124,200.201.200.127,hosting,BR,AS10733 
200.201.200.128,200.201.200.143,business,BR,AS10733 
200.201.200.144,200.201.200.191,hosting,BR,AS10733 
200.201.200.192,200.201.201.3,business,BR,AS10733 
200.201.201.4,200.201.201.7,isp,BR,AS10733 
200.201.201.8,200.201.201.31,hosting,BR,AS10733 
200.201.201.32,200.201.201.47,business,BR,AS10733 
200.201.201.48,200.201.201.59,hosting,BR,AS10733 
200.201.201.60,200.201.201.95,business,BR,AS10733 
200.201.201.96,200.201.201.99,hosting,BR,AS10733 
200.201.201.100,200.201.201.103,isp,BR,AS10733 
200.201.201.104,200.201.201.107,business,BR,AS10733 
200.201.201.108,200.201.201.111,hosting,BR,AS10733 
200.201.201.112,200.201.201.115,business,BR,AS10733 
200.201.201.116,200.201.201.119,hosting,BR,AS10733 
200.201.201.120,200.201.201.127,business,BR,AS10733 
200.201.201.128,200.201.201.135,hosting,BR,AS10733 
200.201.201.136,200.201.201.143,business,BR,AS10733 
200.201.201.144,200.201.201.151,hosting,BR,AS10733 
200.201.201.152,200.201.201.159,business,BR,AS10733 
200.201.201.160,200.201.201.191,hosting,BR,AS10733 
200.201.201.192,200.201.201.199,business,BR,AS10733 
200.201.201.200,200.201.201.215,hosting,BR,AS10733 
200.201.201.216,200.201.201.239,business,BR,AS10733 
200.201.201.240,200.201.202.3,hosting,BR,AS10733 
200.201.202.4,200.201.202.7,business,BR,AS10733 
200.201.202.8,200.201.202.23,hosting,BR,AS10733 
200.201.202.24,200.201.202.39,business,BR,AS10733 
200.201.202.40,200.201.202.43,hosting,BR,AS10733 
200.201.202.44,200.201.202.51,business,BR,AS10733 
200.201.202.52,200.201.202.55,hosting,BR,AS10733 
200.201.202.56,200.201.202.59,business,BR,AS10733 
200.201.202.60,200.201.202.63,hosting,BR,AS10733 
200.201.202.64,200.201.202.71,business,BR,AS10733 
200.201.202.72,200.201.202.75,hosting,BR,AS10733 
200.201.202.76,200.201.202.83,business,BR,AS10733 
200.201.202.84,200.201.202.95,hosting,BR,AS10733 
200.201.202.96,200.201.202.111,business,BR,AS10733 
200.201.202.112,200.201.202.135,hosting,BR,AS10733 
200.201.202.136,200.201.202.139,business,BR,AS10733 
200.201.202.140,200.201.202.151,hosting,BR,AS10733 
200.201.202.152,200.201.202.159,business,BR,AS10733 
200.201.202.160,200.201.202.163,hosting,BR,AS10733 
200.201.202.164,200.201.202.171,business,BR,AS10733 
200.201.202.172,200.201.202.175,hosting,BR,AS10733 
200.201.202.176,200.201.202.187,business,BR,AS10733 
200.201.202.188,200.201.202.191,hosting,BR,AS10733 
200.201.202.192,200.201.202.195,business,BR,AS10733 
200.201.202.196,200.201.202.223,hosting,BR,AS10733 
200.201.202.224,200.201.202.227,business,BR,AS10733 
200.201.202.228,200.201.202.231,isp,BR,AS10733 
200.201.202.232,200.201.207.127,hosting,BR,AS10733 
200.201.207.128,200.201.207.159,isp,BR,AS10733 
200.201.207.160,200.201.209.3,hosting,BR,AS10733 
200.201.209.4,200.201.209.11,business,BR,AS10733 
200.201.209.12,200.201.209.15,hosting,BR,AS10733 
200.201.209.16,200.201.209.19,business,BR,AS10733 
200.201.209.20,200.201.209.23,hosting,BR,AS10733 
200.201.209.24,200.201.209.27,business,BR,AS10733 
200.201.209.28,200.201.209.35,hosting,BR,AS10733 
200.201.209.36,200.201.209.39,business,BR,AS10733 
200.201.209.40,200.201.209.127,hosting,BR,AS10733 
200.201.209.128,200.201.209.135,business,BR,AS10733 
200.201.209.136,200.201.209.163,hosting,BR,AS10733 
200.201.209.164,200.201.209.175,business,BR,AS10733 
200.201.209.176,200.201.209.255,hosting,BR,AS10733 
200.201.210.0,200.201.210.255,business,BR,AS10733 
200.201.211.0,200.201.211.31,hosting,BR,AS10733 
200.201.211.32,200.201.211.39,isp,BR,AS10733 
200.201.211.40,200.201.211.255,hosting,BR,AS10733 
200.201.212.0,200.201.212.23,business,BR,AS10733 
200.201.212.24,200.201.212.47,hosting,BR,AS10733 
200.201.212.48,200.201.212.55,business,BR,AS10733 
200.201.212.56,200.201.212.63,hosting,BR,AS10733 
200.201.212.64,200.201.212.71,isp,BR,AS10733 
200.201.212.72,200.201.212.79,hosting,BR,AS10733 
200.201.212.80,200.201.212.87,business,BR,AS10733 
200.201.212.88,200.201.212.95,isp,BR,AS10733 
200.201.212.96,200.201.212.119,hosting,BR,AS10733 
200.201.212.120,200.201.212.127,business,BR,AS10733 
200.201.212.128,200.201.212.135,hosting,BR,AS10733 
200.201.212.136,200.201.212.151,business,BR,AS10733 
200.201.212.152,200.201.212.167,hosting,BR,AS10733 
200.201.212.168,200.201.212.183,business,BR,AS10733 
200.201.212.184,200.201.212.191,hosting,BR,AS10733 
