200.170.0.0,200.170.63.255,isp,BR, 
200.170.64.0,200.170.75.255,hosting,BR,AS22250 
200.170.76.0,200.170.76.47,isp,BR,AS264592 
200.170.76.48,200.170.76.51,business,BR,AS264592 
200.170.76.52,200.170.76.55,isp,BR,AS264592 
200.170.76.56,200.170.76.59,business,BR,AS264592 
200.170.76.60,200.170.76.67,isp,BR,AS264592 
200.170.76.68,200.170.76.71,business,BR,AS264592 
200.170.76.72,200.170.79.255,isp,BR,AS264592 
200.170.80.0,200.170.81.31,hosting,BR,AS22356 
200.170.81.32,200.170.81.47,business,BR,AS22356 
200.170.81.48,200.170.81.79,hosting,BR,AS22356 
200.170.81.80,200.170.81.95,business,BR,AS22356 
200.170.81.96,200.170.83.47,hosting,BR,AS22356 
200.170.83.48,200.170.83.55,business,BR,AS22356 
200.170.83.56,200.170.83.187,hosting,BR,AS22356 
200.170.83.188,200.170.83.191,business,BR,AS22356 
200.170.83.192,200.170.87.255,hosting,BR,AS22356 
200.170.88.0,200.170.90.255,business,BR,AS22356 
200.170.91.0,200.170.92.255,hosting,BR,AS22356 
200.170.93.0,200.170.95.7,business,BR,AS22356 
200.170.95.8,200.170.95.15,hosting,BR,AS22356 
200.170.95.16,200.170.95.39,business,BR,AS22356 
200.170.95.40,200.170.95.79,hosting,BR,AS22356 
200.170.95.80,200.170.95.87,business,BR,AS22356 
200.170.95.88,200.170.95.95,hosting,BR,AS22356 
200.170.95.96,200.170.95.103,business,BR,AS22356 
200.170.95.104,200.170.95.159,hosting,BR,AS22356 
200.170.95.160,200.170.95.175,business,BR,AS22356 
200.170.95.176,200.170.95.199,education,BR,AS22356 
200.170.95.200,200.170.95.223,hosting,BR,AS22356 
200.170.95.224,200.170.95.255,business,BR,AS22356 
200.170.96.0,200.170.96.31,isp,BR,AS19182 
200.170.96.32,200.170.96.47,business,BR,AS19182 
200.170.96.48,200.170.96.135,isp,BR,AS19182 
200.170.96.136,200.170.96.191,business,BR,AS19182 
200.170.96.192,200.170.127.255,isp,BR,AS19182 
200.170.128.0,200.170.129.255,isp,BR,AS16735 
200.170.130.0,200.170.130.159,business,BR,AS16735 
200.170.130.160,200.170.133.7,isp,BR,AS16735 
200.170.133.8,200.170.133.15,business,BR,AS16735 
200.170.133.16,200.170.133.31,isp,BR,AS16735 
200.170.133.32,200.170.133.63,business,BR,AS16735 
200.170.133.64,200.170.133.127,isp,BR,AS16735 
200.170.133.128,200.170.134.87,business,BR,AS16735 
200.170.134.88,200.170.134.95,isp,BR,AS16735 
200.170.134.96,200.170.136.15,business,BR,AS16735 
200.170.136.16,200.170.136.255,isp,BR,AS16735 
200.170.137.0,200.170.137.127,business,BR,AS16735 
200.170.137.128,200.170.138.207,isp,BR,AS16735 
200.170.138.208,200.170.138.223,business,BR,AS16735 
200.170.138.224,200.170.141.63,isp,BR,AS16735 
200.170.141.64,200.170.141.159,business,BR,AS16735 
200.170.141.160,200.170.149.159,isp,BR,AS16735 
200.170.149.160,200.170.149.167,education,BR,AS16735 
200.170.149.168,200.170.153.87,isp,BR,AS16735 
200.170.153.88,200.170.153.95,business,BR,AS16735 
200.170.153.96,200.170.168.127,isp,BR,AS16735 
200.170.168.128,200.170.175.255,business,BR,AS16735 
200.170.176.0,200.170.187.95,isp,BR,AS16735 
200.170.187.96,200.170.187.103,business,BR,AS16735 
200.170.187.104,200.170.187.191,isp,BR,AS16735 
200.170.187.192,200.170.187.199,business,BR,AS16735 
200.170.187.200,200.170.191.255,isp,BR,AS16735 
200.170.192.0,200.170.192.15,business,BR,AS11432 
200.170.192.16,200.170.192.39,isp,BR,AS11432 
200.170.192.40,200.170.192.47,business,BR,AS11432 
200.170.192.48,200.170.192.87,isp,BR,AS11432 
200.170.192.88,200.170.192.95,business,BR,AS11432 
200.170.192.96,200.170.192.103,isp,BR,AS11432 
200.170.192.104,200.170.192.111,business,BR,AS11432 
200.170.192.112,200.170.192.191,isp,BR,AS11432 
200.170.192.192,200.170.192.223,business,BR,AS11432 
200.170.192.224,200.170.193.7,isp,BR,AS11432 
200.170.193.8,200.170.193.15,business,BR,AS11432 
200.170.193.16,200.170.193.19,isp,BR,AS11432 
200.170.193.20,200.170.193.23,business,BR,AS11432 
200.170.193.24,200.170.193.39,isp,BR,AS11432 
200.170.193.40,200.170.193.55,business,BR,AS11432 
200.170.193.56,200.170.193.103,isp,BR,AS11432 
200.170.193.104,200.170.193.119,business,BR,AS11432 
200.170.193.120,200.170.193.127,isp,BR,AS11432 
200.170.193.128,200.170.193.155,business,BR,AS11432 
200.170.193.156,200.170.193.159,isp,BR,AS11432 
200.170.193.160,200.170.193.183,business,BR,AS11432 
200.170.193.184,200.170.193.191,isp,BR,AS11432 
200.170.193.192,200.170.193.199,business,BR,AS11432 
200.170.193.200,200.170.193.203,isp,BR,AS11432 
200.170.193.204,200.170.193.211,business,BR,AS11432 
200.170.193.212,200.170.193.215,isp,BR,AS11432 
200.170.193.216,200.170.193.223,business,BR,AS11432 
200.170.193.224,200.170.193.235,isp,BR,AS11432 
200.170.193.236,200.170.193.251,business,BR,AS11432 
200.170.193.252,200.170.194.19,isp,BR,AS11432 
200.170.194.20,200.170.194.23,business,BR,AS11432 
