200.170.0.0,200.170.63.255,isp,BR, 
200.170.194.24,200.170.194.223,isp,BR,AS11432 
200.170.194.224,200.170.194.231,business,BR,AS11432 
200.170.194.232,200.170.195.255,isp,BR,AS11432 
200.170.196.0,200.170.196.15,business,BR,AS11432 
200.170.196.16,200.170.196.31,isp,BR,AS11432 
200.170.196.32,200.170.196.47,business,BR,AS11432 
200.170.196.48,200.170.196.55,isp,BR,AS11432 
200.170.196.56,200.170.196.63,business,BR,AS11432 
200.170.196.64,200.170.196.115,isp,BR,AS11432 
200.170.196.116,200.170.196.119,business,BR,AS11432 
200.170.196.120,200.170.196.191,isp,BR,AS11432 
200.170.196.192,200.170.196.207,business,BR,AS11432 
200.170.196.208,200.170.197.7,isp,BR,AS11432 
200.170.197.8,200.170.197.15,business,BR,AS11432 
200.170.197.16,200.170.197.23,isp,BR,AS11432 
200.170.197.24,200.170.197.31,business,BR,AS11432 
200.170.197.32,200.170.197.71,isp,BR,AS11432 
200.170.197.72,200.170.197.83,business,BR,AS11432 
200.170.197.84,200.170.197.91,isp,BR,AS11432 
200.170.197.92,200.170.197.103,business,BR,AS11432 
200.170.197.104,200.170.197.143,isp,BR,AS11432 
200.170.197.144,200.170.197.147,business,BR,AS11432 
200.170.197.148,200.170.197.183,isp,BR,AS11432 
200.170.197.184,200.170.197.191,business,BR,AS11432 
200.170.197.192,200.170.197.255,isp,BR,AS11432 
200.170.198.0,200.170.198.15,business,BR,AS11432 
200.170.198.16,200.170.198.31,isp,BR,AS11432 
200.170.198.32,200.170.198.39,business,BR,AS11432 
200.170.198.40,200.170.198.47,isp,BR,AS11432 
200.170.198.48,200.170.198.51,business,BR,AS11432 
200.170.198.52,200.170.198.91,isp,BR,AS11432 
200.170.198.92,200.170.198.95,business,BR,AS11432 
200.170.198.96,200.170.199.135,isp,BR,AS11432 
200.170.199.136,200.170.199.143,business,BR,AS11432 
200.170.199.144,200.170.199.191,isp,BR,AS11432 
200.170.199.192,200.170.199.199,business,BR,AS11432 
200.170.199.200,200.170.199.207,isp,BR,AS11432 
200.170.199.208,200.170.199.215,business,BR,AS11432 
200.170.199.216,200.170.199.231,isp,BR,AS11432 
200.170.199.232,200.170.199.243,business,BR,AS11432 
200.170.199.244,200.170.199.247,isp,BR,AS11432 
200.170.199.248,200.170.199.255,business,BR,AS11432 
200.170.200.0,200.170.201.255,isp,BR,AS11432 
200.170.202.0,200.170.202.7,business,BR,AS11432 
200.170.202.8,200.170.202.127,isp,BR,AS11432 
200.170.202.128,200.170.202.143,business,BR,AS11432 
200.170.202.144,200.170.202.151,isp,BR,AS11432 
200.170.202.152,200.170.202.159,business,BR,AS11432 
200.170.202.160,200.170.202.215,isp,BR,AS11432 
200.170.202.216,200.170.202.223,business,BR,AS11432 
200.170.202.224,200.170.202.231,isp,BR,AS11432 
200.170.202.232,200.170.202.247,business,BR,AS11432 
200.170.202.248,200.170.203.47,isp,BR,AS11432 
200.170.203.48,200.170.203.55,business,BR,AS11432 
200.170.203.56,200.170.203.63,isp,BR,AS11432 
200.170.203.64,200.170.203.71,business,BR,AS11432 
200.170.203.72,200.170.203.79,isp,BR,AS11432 
200.170.203.80,200.170.203.95,business,BR,AS11432 
200.170.203.96,200.170.203.127,isp,BR,AS11432 
200.170.203.128,200.170.203.143,business,BR,AS11432 
200.170.203.144,200.170.203.191,isp,BR,AS11432 
200.170.203.192,200.170.203.215,business,BR,AS11432 
200.170.203.216,200.170.203.231,isp,BR,AS11432 
200.170.203.232,200.170.203.243,business,BR,AS11432 
200.170.203.244,200.170.204.71,isp,BR,AS11432 
200.170.204.72,200.170.204.79,business,BR,AS11432 
200.170.204.80,200.170.204.87,isp,BR,AS11432 
200.170.204.88,200.170.204.95,business,BR,AS11432 
200.170.204.96,200.170.204.143,isp,BR,AS11432 
200.170.204.144,200.170.204.159,business,BR,AS11432 
200.170.204.160,200.170.205.15,isp,BR,AS11432 
200.170.205.16,200.170.205.19,business,BR,AS11432 
200.170.205.20,200.170.207.255,isp,BR,AS11432 
200.170.208.0,200.170.208.7,business,BR,AS11432 
200.170.208.8,200.170.209.15,isp,BR,AS11432 
200.170.209.16,200.170.209.23,business,BR,AS11432 
200.170.209.24,200.170.209.179,isp,BR,AS11432 
200.170.209.180,200.170.209.183,business,BR,AS11432 
200.170.209.184,200.170.209.231,isp,BR,AS11432 
200.170.209.232,200.170.209.235,business,BR,AS11432 
200.170.209.236,200.170.210.39,isp,BR,AS11432 
200.170.210.40,200.170.210.47,business,BR,AS11432 
200.170.210.48,200.170.210.63,isp,BR,AS11432 
200.170.210.64,200.170.210.79,business,BR,AS11432 
200.170.210.80,200.170.210.159,isp,BR,AS11432 
200.170.210.160,200.170.210.191,business,BR,AS11432 
200.170.210.192,200.170.210.199,isp,BR,AS11432 
200.170.210.200,200.170.210.215,business,BR,AS11432 
200.170.210.216,200.170.210.223,isp,BR,AS11432 
200.170.210.224,200.170.210.231,business,BR,AS11432 
200.170.210.232,200.170.210.239,isp,BR,AS11432 
200.170.210.240,200.170.210.247,business,BR,AS11432 
200.170.210.248,200.170.211.15,isp,BR,AS11432 
200.170.211.16,200.170.211.19,business,BR,AS11432 
200.170.211.20,200.170.211.47,isp,BR,AS11432 
200.170.211.48,200.170.211.59,business,BR,AS11432 
200.170.211.60,200.170.211.95,isp,BR,AS11432 
200.170.211.96,200.170.211.99,business,BR,AS11432 
200.170.211.100,200.170.211.115,isp,BR,AS11432 
200.170.211.116,200.170.211.119,business,BR,AS11432 
200.170.211.120,200.170.211.127,isp,BR,AS11432 
200.170.211.128,200.170.211.135,business,BR,AS11432 
200.170.211.136,200.170.211.155,isp,BR,AS11432 
200.170.211.156,200.170.211.167,business,BR,AS11432 
200.170.211.168,200.170.211.175,isp,BR,AS11432 
200.170.211.176,200.170.211.179,business,BR,AS11432 
200.170.211.180,200.170.211.215,isp,BR,AS11432 
200.170.211.216,200.170.211.223,business,BR,AS11432 
200.170.211.224,200.170.211.231,isp,BR,AS11432 
200.170.211.232,200.170.211.239,business,BR,AS11432 
200.170.211.240,200.170.211.247,isp,BR,AS11432 
200.170.211.248,200.170.211.255,business,BR,AS11432 
200.170.212.0,200.170.212.255,isp,BR,AS11432 
200.170.213.0,200.170.213.19,business,BR,AS11432 
200.170.213.20,200.170.213.23,isp,BR,AS11432 
200.170.213.24,200.170.213.39,business,BR,AS11432 
200.170.213.40,200.170.213.127,isp,BR,AS11432 
200.170.213.128,200.170.213.159,business,BR,AS11432 
200.170.213.160,200.170.213.175,isp,BR,AS11432 
200.170.213.176,200.170.213.191,business,BR,AS11432 
200.170.213.192,200.170.213.255,isp,BR,AS11432 
200.170.214.0,200.170.214.7,business,BR,AS11432 
200.170.214.8,200.170.214.23,isp,BR,AS11432 
200.170.214.24,200.170.214.31,business,BR,AS11432 
200.170.214.32,200.170.214.47,isp,BR,AS11432 
200.170.214.48,200.170.214.55,business,BR,AS11432 
200.170.214.56,200.170.214.71,isp,BR,AS11432 
200.170.214.72,200.170.214.79,business,BR,AS11432 
200.170.214.80,200.170.214.87,isp,BR,AS11432 
200.170.214.88,200.170.214.95,business,BR,AS11432 
200.170.214.96,200.170.214.183,isp,BR,AS11432 
200.170.214.184,200.170.214.207,business,BR,AS11432 
200.170.214.208,200.170.214.223,isp,BR,AS11432 
200.170.214.224,200.170.214.247,business,BR,AS11432 
200.170.214.248,200.170.215.23,isp,BR,AS11432 
200.170.215.24,200.170.215.31,business,BR,AS11432 
200.170.215.32,200.170.215.39,isp,BR,AS11432 
200.170.215.40,200.170.215.47,business,BR,AS11432 
200.170.215.48,200.170.215.55,isp,BR,AS11432 
200.170.215.56,200.170.215.63,business,BR,AS11432 
200.170.215.64,200.170.215.95,isp,BR,AS11432 
200.170.215.96,200.170.215.103,business,BR,AS11432 
200.170.215.104,200.170.215.111,isp,BR,AS11432 
200.170.215.112,200.170.215.119,business,BR,AS11432 
200.170.215.120,200.170.215.127,isp,BR,AS11432 
200.170.215.128,200.170.215.143,business,BR,AS11432 
200.170.215.144,200.170.215.151,isp,BR,AS11432 
200.170.215.152,200.170.215.167,business,BR,AS11432 
200.170.215.168,200.170.215.171,isp,BR,AS11432 
200.170.215.172,200.170.215.183,business,BR,AS11432 
200.170.215.184,200.170.216.63,isp,BR,AS11432 
200.170.216.64,200.170.216.127,business,BR,AS11432 
200.170.216.128,200.170.216.135,isp,BR,AS11432 
200.170.216.136,200.170.216.159,business,BR,AS11432 
200.170.216.160,200.170.216.167,isp,BR,AS11432 
200.170.216.168,200.170.216.175,business,BR,AS11432 
200.170.216.176,200.170.216.239,isp,BR,AS11432 
200.170.216.240,200.170.216.255,business,BR,AS11432 
200.170.217.0,200.170.217.15,isp,BR,AS11432 
200.170.217.16,200.170.217.23,business,BR,AS11432 
200.170.217.24,200.170.217.119,isp,BR,AS11432 
200.170.217.120,200.170.217.127,business,BR,AS11432 
200.170.217.128,200.170.217.135,isp,BR,AS11432 
200.170.217.136,200.170.217.139,business,BR,AS11432 
200.170.217.140,200.170.217.167,isp,BR,AS11432 
200.170.217.168,200.170.217.175,business,BR,AS11432 
200.170.217.176,200.170.217.223,isp,BR,AS11432 
200.170.217.224,200.170.217.255,business,BR,AS11432 
200.170.218.0,200.170.220.7,isp,BR,AS11432 
200.170.220.8,200.170.220.31,business,BR,AS11432 
200.170.220.32,200.170.220.47,isp,BR,AS11432 
200.170.220.48,200.170.220.63,business,BR,AS11432 
200.170.220.64,200.170.220.83,isp,BR,AS11432 
200.170.220.84,200.170.220.87,business,BR,AS11432 
200.170.220.88,200.170.220.95,isp,BR,AS11432 
200.170.220.96,200.170.220.99,business,BR,AS11432 
200.170.220.100,200.170.220.127,isp,BR,AS11432 
200.170.220.128,200.170.220.135,business,BR,AS11432 
200.170.220.136,200.170.220.159,isp,BR,AS11432 
200.170.220.160,200.170.220.183,business,BR,AS11432 
200.170.220.184,200.170.220.191,isp,BR,AS11432 
200.170.220.192,200.170.220.231,business,BR,AS11432 
200.170.220.232,200.170.220.247,isp,BR,AS11432 
200.170.220.248,200.170.220.255,business,BR,AS11432 
200.170.221.0,200.170.221.7,isp,BR,AS11432 
200.170.221.8,200.170.221.35,business,BR,AS11432 
200.170.221.36,200.170.221.103,isp,BR,AS11432 
200.170.221.104,200.170.221.111,business,BR,AS11432 
200.170.221.112,200.170.221.239,isp,BR,AS11432 
200.170.221.240,200.170.221.247,business,BR,AS11432 
200.170.221.248,200.170.221.251,isp,BR,AS11432 
200.170.221.252,200.170.221.255,business,BR,AS11432 
200.170.222.0,200.170.222.15,isp,BR,AS11432 
200.170.222.16,200.170.222.31,business,BR,AS11432 
200.170.222.32,200.170.222.47,isp,BR,AS11432 
200.170.222.48,200.170.222.55,business,BR,AS11432 
200.170.222.56,200.170.222.79,isp,BR,AS11432 
200.170.222.80,200.170.222.87,business,BR,AS11432 
200.170.222.88,200.170.222.127,isp,BR,AS11432 
200.170.222.128,200.170.222.159,business,BR,AS11432 
200.170.222.160,200.170.222.243,isp,BR,AS11432 
200.170.222.244,200.170.223.7,business,BR,AS11432 
200.170.223.8,200.170.223.15,isp,BR,AS11432 
200.170.223.16,200.170.223.27,business,BR,AS11432 
200.170.223.28,200.170.223.31,isp,BR,AS11432 
200.170.223.32,200.170.223.51,business,BR,AS11432 
200.170.223.52,200.170.223.67,isp,BR,AS11432 
200.170.223.68,200.170.223.71,business,BR,AS11432 
200.170.223.72,200.170.223.75,isp,BR,AS11432 
200.170.223.76,200.170.223.79,business,BR,AS11432 
200.170.223.80,200.170.223.95,isp,BR,AS11432 
200.170.223.96,200.170.223.111,business,BR,AS11432 
200.170.223.112,200.170.223.183,isp,BR,AS11432 
200.170.223.184,200.170.223.199,business,BR,AS11432 
200.170.223.200,200.170.223.207,isp,BR,AS11432 
200.170.223.208,200.170.223.215,business,BR,AS11432 
200.170.223.216,200.170.224.23,isp,BR,AS11432 
200.170.224.24,200.170.224.31,business,BR,AS11432 
200.170.224.32,200.170.225.255,isp,BR,AS11432 
200.170.226.0,200.170.226.31,business,BR,AS11432 
200.170.226.32,200.170.226.39,isp,BR,AS11432 
200.170.226.40,200.170.226.47,business,BR,AS11432 
200.170.226.48,200.170.226.55,isp,BR,AS11432 
200.170.226.56,200.170.226.63,business,BR,AS11432 
200.170.226.64,200.170.226.79,isp,BR,AS11432 
200.170.226.80,200.170.226.87,business,BR,AS11432 
200.170.226.88,200.170.226.151,isp,BR,AS11432 
200.170.226.152,200.170.226.159,business,BR,AS11432 
200.170.226.160,200.170.226.199,isp,BR,AS11432 
200.170.226.200,200.170.226.207,education,BR,AS11432 
200.170.226.208,200.170.226.255,isp,BR,AS11432 
200.170.227.0,200.170.227.31,business,BR,AS11432 
200.170.227.32,200.170.227.47,isp,BR,AS11432 
200.170.227.48,200.170.227.51,business,BR,AS11432 
200.170.227.52,200.170.227.63,isp,BR,AS11432 
200.170.227.64,200.170.227.79,business,BR,AS11432 
200.170.227.80,200.170.227.95,isp,BR,AS11432 
200.170.227.96,200.170.227.111,business,BR,AS11432 
200.170.227.112,200.170.227.159,isp,BR,AS11432 
200.170.227.160,200.170.227.191,business,BR,AS11432 
200.170.227.192,200.170.227.255,isp,BR,AS11432 
200.170.228.0,200.170.228.47,business,BR,AS11432 
200.170.228.48,200.170.228.191,isp,BR,AS11432 
200.170.228.192,200.170.228.207,business,BR,AS11432 
200.170.228.208,200.170.230.43,isp,BR,AS11432 
200.170.230.44,200.170.230.47,business,BR,AS11432 
200.170.230.48,200.170.233.35,isp,BR,AS11432 
200.170.233.36,200.170.233.39,business,BR,AS11432 
200.170.233.40,200.170.233.75,isp,BR,AS11432 
200.170.233.76,200.170.233.79,business,BR,AS11432 
200.170.233.80,200.170.233.95,isp,BR,AS11432 
200.170.233.96,200.170.233.99,education,BR,AS11432 
200.170.233.100,200.170.233.103,business,BR,AS11432 
200.170.233.104,200.170.233.139,isp,BR,AS11432 
200.170.233.140,200.170.233.143,business,BR,AS11432 
200.170.233.144,200.170.240.47,isp,BR,AS11432 
200.170.240.48,200.170.240.55,business,BR,AS11432 
200.170.240.56,200.170.240.111,isp,BR,AS11432 
200.170.240.112,200.170.240.119,business,BR,AS11432 
200.170.240.120,200.170.240.207,isp,BR,AS11432 
200.170.240.208,200.170.240.215,business,BR,AS11432 
200.170.240.216,200.170.241.167,isp,BR,AS11432 
200.170.241.168,200.170.241.175,business,BR,AS11432 
200.170.241.176,200.170.248.3,isp,BR,AS11432 
200.170.248.4,200.170.248.7,business,BR,AS11432 
200.170.248.8,200.170.248.35,isp,BR,AS11432 
200.170.248.36,200.170.248.39,business,BR,AS11432 
200.170.248.40,200.170.248.107,isp,BR,AS11432 
200.170.248.108,200.170.248.115,business,BR,AS11432 
200.170.248.116,200.170.248.255,isp,BR,AS11432 
200.170.249.0,200.170.249.15,business,BR,AS11432 
200.170.249.16,200.170.249.155,isp,BR,AS11432 
200.170.249.156,200.170.249.167,business,BR,AS11432 
200.170.249.168,200.170.251.15,isp,BR,AS11432 
200.170.251.16,200.170.251.19,business,BR,AS11432 
200.170.251.20,200.170.255.255,isp,BR,AS11432 
